ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	group
GO:0030880	GO:0030880	RNA polymerase complex	45/1984	73/7473	2.67473417803113e-10	1.25489611852627e-08	1.03000728434707e-08	POLR1C/POLR3E/POLR1B/POLR2B/POLR3A/GTF2H4/POLR3H/POLRMT/POLR3F/POLR1E/PAF1/POLR1A/TAF6L/POLR2G/POLR2A/LEO1/POLR2M/POLR3B/POLR2E/POLR2C/CTR9/CDK7/CDC73/TAF4/TADA3/TCEA1/MNAT1/POLR3C/TBP/POLR3D/TAF3/RECQL5/TENT2/TAF6/GTF2E1/TAF10/CCNH/RPAP2/POLA2/GTF2E2/TAF5/MCM3/POLA1/PRIM1/PRIM2	45	go_cc
GO:0070603	GO:0070603	SWI/SNF superfamily-type complex	45/1984	73/7473	2.67473417803113e-10	1.25489611852627e-08	1.03000728434707e-08	HMGXB4/ACTR5/YY1/HDAC2/BAZ1B/BICRA/ARID1A/ARID2/ACTR8/MTA2/MBD3/SMARCA5/SMARCD1/ACTR6/SF3B1/DPF2/RB1/INO80/DEK/CHD4/BRD8/BPTF/ING3/CFDP1/NFRKB/SMARCA1/RSF1/INO80C/INO80E/SMARCD2/GATAD2A/ACTL6A/BRD9/RBBP4/ANP32E/MYBBP1A/BAZ1A/RBBP7/HDAC1/DDX21/MTA3/POLE3/BCL7C/SMARCC1/CECR2	45	go_cc
GO:0000428	GO:0000428	DNA-directed RNA polymerase complex	44/1984	71/7473	3.30236296027883e-10	1.31431237566052e-08	1.07877560608576e-08	POLR1C/POLR3E/POLR1B/POLR2B/POLR3A/GTF2H4/POLR3H/POLRMT/POLR3F/POLR1E/PAF1/POLR1A/TAF6L/POLR2G/POLR2A/LEO1/POLR2M/POLR3B/POLR2E/POLR2C/CTR9/CDK7/CDC73/TAF4/TADA3/TCEA1/MNAT1/POLR3C/TBP/POLR3D/TAF3/RECQL5/TAF6/GTF2E1/TAF10/CCNH/RPAP2/POLA2/GTF2E2/TAF5/MCM3/POLA1/PRIM1/PRIM2	44	go_cc
GO:0000793	GO:0000793	condensed chromosome	81/1984	165/7473	3.38270549872989e-10	1.31431237566052e-08	1.07877560608576e-08	SPAG5/NUP85/STAG1/ZW10/NUP133/BAZ1B/NUP98/HMGB1/SIN3A/PHF6/CBX3/RANGAP1/SMC6/RCC1/LRWD1/AHCTF1/PPP1R12A/SMARCA5/NUP43/CTCF/BRD4/SMC5/NUP107/SMC3/TPR/SEH1L/HSF1/NUP37/NSMCE4A/SMC1A/NSMCE2/CFDP1/MEAF6/NOL6/KANSL1/CENPC/HUS1/WAPL/SPDL1/KAT8/PINX1/NIFK/RAD21/RRS1/ORC2/NCAPD3/BRCA2/ERCC6L/MKI67/HMGB2/BUB1B/SMC2/SPOUT1/NSMCE3/HSPA2/STAG2/DSN1/CDK2/KIF22/CCNB1/TOPBP1/SGO1/CENPU/BLM/RIF1/FANCD2/NCAPD2/NSL1/AURKB/CHMP2A/PLK1/NCAPG/MAD2L1/TOP2A/ZWILCH/CENPQ/KIF2C/SPC25/CEBPB/NDC80/NSMCE1	81	go_cc
GO:0000775	GO:0000775	chromosome, centromeric region	78/1984	157/7473	3.50172036144011e-10	1.31431237566052e-08	1.07877560608576e-08	SPAG5/NUP85/STAG1/ZW10/NUP133/NUP98/SIN3A/PHF6/CBX3/RANGAP1/SMC6/KAT7/KDM4A/LRWD1/AHCTF1/PPP1R12A/UHRF2/PDS5A/NUP43/CTCF/SMC5/NUP107/SMC3/TPR/SEH1L/HSF1/NUP37/SMC1A/CFDP1/MEAF6/SUV39H2/KANSL1/CENPC/WAPL/SPDL1/EZH2/DNMT1/KAT8/PINX1/RAD21/CBX1/NGDN/ORC2/NCAPD3/ERCC6L/BUB1B/SPOUT1/STAG2/SMC4/DSN1/RCC2/KIF22/DNMT3A/CCNB1/SGO1/CENPU/DSCC1/NCAPD2/ZNF330/PPP2R5A/CDCA8/NSL1/AURKB/CHMP2A/HELLS/MIS18BP1/ESCO2/PLK1/NCAPG/MAD2L1/TOP2A/ZWILCH/OIP5/CENPQ/KIF2C/SPC25/CEBPB/NDC80	78	go_cc
GO:0032040	GO:0032040	small-subunit processome	27/1984	35/7473	5.62471691532784e-10	1.97919726458098e-08	1.6245070564664e-08	FBL/FCF1/UTP11/TBL3/PDCD11/IMP3/IMP4/NOL6/WDR36/HEATR1/NOL10/UTP20/NOC4L/UTP23/EMG1/UTP6/DCAF13/UTP4/RRP9/MPHOSPH10/NGDN/NOP14/WDR46/UTP18/WDR3/UTP14A/UTP3	27	go_cc
GO:0055029	GO:0055029	nuclear DNA-directed RNA polymerase complex	43/1984	70/7473	7.85283725630555e-10	2.60067492664708e-08	2.13461025109482e-08	POLR1C/POLR3E/POLR1B/POLR2B/POLR3A/GTF2H4/POLR3H/POLR3F/POLR1E/PAF1/POLR1A/TAF6L/POLR2G/POLR2A/LEO1/POLR2M/POLR3B/POLR2E/POLR2C/CTR9/CDK7/CDC73/TAF4/TADA3/TCEA1/MNAT1/POLR3C/TBP/POLR3D/TAF3/RECQL5/TAF6/GTF2E1/TAF10/CCNH/RPAP2/POLA2/GTF2E2/TAF5/MCM3/POLA1/PRIM1/PRIM2	43	go_cc
GO:1904949	GO:1904949	ATPase complex	45/1984	75/7473	9.47423281353912e-10	2.96332948556807e-08	2.43227380417759e-08	HMGXB4/ACTR5/YY1/HDAC2/BAZ1B/BICRA/ARID1A/ARID2/ACTR8/MTA2/MBD3/SMARCA5/SMARCD1/ACTR6/SF3B1/DPF2/RB1/INO80/DEK/CHD4/BRD8/BPTF/ING3/CFDP1/NFRKB/SMARCA1/RSF1/INO80C/INO80E/SMARCD2/GATAD2A/ACTL6A/BRD9/RBBP4/ANP32E/MYBBP1A/BAZ1A/RBBP7/HDAC1/DDX21/MTA3/POLE3/BCL7C/SMARCC1/CECR2	45	go_cc
GO:0005657	GO:0005657	replication fork	30/1984	42/7473	1.47776585127494e-09	4.37885354877785e-08	3.59412303994293e-08	BAZ1B/SMARCA5/RPA2/MRE11/RTF2/RFC5/SMARCAL1/RFC2/RFC4/RFC3/POLD3/TONSL/DNMT1/RPA1/RPA3/UHRF1/POLD1/RFC1/PCNA/POLD2/BLM/POLA2/WRN/MCM3/TIMELESS/POLA1/WDHD1/PRIM1/PRIM2/XRCC3	30	go_cc
GO:0071011	GO:0071011	precatalytic spliceosome	31/1984	45/7473	3.25234438320416e-09	9.1553494387197e-08	7.51462728540329e-08	SNRNP200/PHF5A/RNF113A/PRPF38B/DHX16/SNRPE/SART1/SF3B3/PRPF3/SF3B2/SNRPA1/SRRM2/PRPF4/SF3A1/SF3A2/SF3B1/PRPF38A/SNIP1/MFAP1/BUD13/SNRPD2/SNRPD3/SNRPB2/CWC22/IK/SF3B4/CWC27/SNRPF/SF3A3/WBP4/LSM8	31	go_cc
GO:0071005	GO:0071005	U2-type precatalytic spliceosome	30/1984	43/7473	3.65017789235986e-09	9.78595311142191e-08	8.03222102629563e-08	SNRNP200/PHF5A/RNF113A/DHX16/SNRPE/SART1/SF3B3/PRPF3/SF3B2/SNRPA1/SRRM2/PRPF4/SF3A1/SF3A2/SF3B1/PRPF38A/SNIP1/MFAP1/BUD13/SNRPD2/SNRPD3/SNRPB2/CWC22/IK/SF3B4/CWC27/SNRPF/SF3A3/WBP4/LSM8	30	go_cc
GO:0120114	GO:0120114	Sm-like protein family complex	37/1984	63/7473	6.58584731246477e-08	1.68537819859894e-06	1.3833430479292e-06	SNRNP200/PHF5A/AAR2/PRPF40A/LUC7L2/SNRPE/SNRPA/SART1/SF3B3/PRPF3/SF3B2/USP39/SLU7/SNRPA1/DDX20/PRPF4/SF3A1/SF3A2/SF3B1/GEMIN5/CD2BP2/HTATSF1/SNRPD2/HEXIM1/SNRPD3/SNRPB2/SNRPC/GEMIN4/CLNS1A/MEPCE/GEMIN8/GEMIN2/SNRPF/SF3A3/TGS1/DDX39B/LSM8	37	go_cc
GO:0032993	GO:0032993	protein-DNA complex	47/1984	88/7473	6.93160588411897e-08	1.69673657076477e-06	1.39266589616852e-06	SUZ12/KAT6B/NPM1/KAT6A/MBTD1/EPC2/RPA2/MPHOSPH8/SHPRH/H1-2/MRGBP/TOP1/BRD8/ZBTB17/ING3/MEAF6/ORC3/CTC1/PARP1/POLD3/ACTL6A/TBP/RPA1/RPA3/H1-3/MORF4L1/VPS72/POLD1/GTF2E1/PCNA/POLD2/NFYB/SOX12/GINS1/MCM7/POLA2/MCM3/EP300/MCM4/ATF6B/MCM5/MCM2/POLA1/MCM6/PRIM1/PRIM2/GINS3	47	go_cc
GO:0043596	GO:0043596	nuclear replication fork	18/1984	22/7473	9.41235809840462e-08	2.20798233725075e-06	1.8122917566665e-06	BAZ1B/SMARCA5/RPA2/SMARCAL1/POLD3/TONSL/RPA1/RPA3/POLD1/PCNA/POLD2/POLA2/MCM3/TIMELESS/POLA1/WDHD1/PRIM1/PRIM2	18	go_cc
GO:0030894	GO:0030894	replisome	12/1984	12/7473	1.19652700287497e-07	2.69457881047442e-06	2.21168570215625e-06	RPA2/POLD3/RPA1/RPA3/POLD1/PCNA/POLD2/POLA2/MCM3/POLA1/PRIM1/PRIM2	12	go_cc
GO:0030687	GO:0030687	preribosome, large subunit precursor	18/1984	23/7473	3.25162174595423e-07	7.04101170373935e-06	5.77919816386197e-06	RRP1B/RRP1/BOP1/MRTO4/MAK16/NOC2L/WDR12/NSA2/MDN1/FTSJ3/PES1/RRS1/RPF1/EBNA1BP2/NIP7/WDR74/RRP15/ZNF622	18	go_cc
GO:0022626	GO:0022626	cytosolic ribosome	42/1984	79/7473	4.06635431808844e-07	8.47910178179182e-06	6.95956937871666e-06	RPS10/RPL12/RPS14/RPS3A/RPS11/RPS9/RPS27/RPL28/RPS4Y1/RPL3/RPLP0/RPL6/RPL31/RPS20/RPS2/RPL13/RPL38/RPS4X/RPS6/RPL10A/ZCCHC17/RPS25/RPS27L/RPL4/RPL18/RPS24/RPL11/RPL27/RPS15/RPL23A/RPS13/RPL24/RPS19/RPL7L1/RPL15/RPLP2/RPS12/EIF2AK4/RPL36/RPL29/RPS21/RPL19	42	go_cc
GO:0031010	GO:0031010	ISWI-type complex	11/1984	11/7473	4.52533426023974e-07	8.78539030522404e-06	7.21096820415697e-06	HMGXB4/BAZ1B/SMARCA5/BPTF/SMARCA1/RSF1/RBBP4/BAZ1A/RBBP7/POLE3/CECR2	11	go_cc
GO:0043601	GO:0043601	nuclear replisome	11/1984	11/7473	4.52533426023974e-07	8.78539030522404e-06	7.21096820415697e-06	RPA2/POLD3/RPA1/RPA3/POLD1/POLD2/POLA2/MCM3/POLA1/PRIM1/PRIM2	11	go_cc
GO:0061695	GO:0061695	transferase complex, transferring phosphorus-containing groups	73/1984	165/7473	5.48247794923849e-07	1.02887836180709e-05	8.4449397183007e-06	PFKP/POLR1C/POLR3E/POLR1B/POLR2B/POLR3A/GTF2H4/POLR3H/PHKG2/POLRMT/POLR3F/PARD3/POLR1E/CDK9/PAF1/IKBKG/IKBKB/POLR1A/TAF6L/PHKA1/CDK12/POLR2G/POLR2A/PIK3C2A/SMCR8/LEO1/POLR2M/POLR3B/POLR2E/POLR2C/CTR9/CDK13/CDK7/CDC73/TAF4/TADA3/POLE/TCEA1/MNAT1/POLD3/POLR3C/CCNT2/TBP/CCNL2/POLR3D/TAF3/RECQL5/CDK6/TENT2/BCCIP/POLD1/TAF6/GTF2E1/TAF10/PCNA/POLD2/POLE3/CCNH/CDK2/CCNB1/RPAP2/POLA2/GTF2E2/TAF5/CCNJ/MCM3/PHKB/CDK1/CDK4/POLA1/PRPS2/PRIM1/PRIM2	73	go_cc
GO:0034708	GO:0034708	methyltransferase complex	40/1984	75/7473	6.86763735416471e-07	1.24725155819185e-05	1.02373269897396e-05	CHD8/METTL1/CBLL1/SUZ12/KDM6A/HDAC2/RBBP5/SNRPE/KMT2A/HCFC1/VIRMA/KMT2B/WDR5/METTL3/TRMT6/TRMT61A/RIOK1/EED/SNRPD2/KANSL1/SNRPD3/KMT2D/TAF4/CLNS1A/INO80C/PHF20/EZH2/KAT8/RBBP4/AEBP2/METTL14/MGA/RBBP7/WTAP/UTY/WDR4/TAF6/PAXIP1/SNRPF/JARID2	40	go_cc
GO:0016605	GO:0016605	PML body	36/1984	65/7473	7.37840085836563e-07	1.2981374010187e-05	1.06549933448109e-05	SQSTM1/CHFR/PATL1/ZNF451/KAT6A/PIAS1/PIAS2/ZMYM2/UBN1/SMC6/CDK9/RPA2/HIRA/MORC3/RB1/EIF3E/SMC5/MRE11/HSF1/NSMCE2/SUMO1/PIAS4/MKNK2/CASP8AP2/NR2C1/SIRT1/RPA1/ATR/TDP2/SKI/TOP3A/TOPBP1/BLM/RNF4/ZBED1/CHEK2	36	go_cc
GO:0090575	GO:0090575	RNA polymerase II transcription regulator complex	53/1984	111/7473	1.17746752294619e-06	1.98290296913849e-05	1.62754866495615e-05	RFXAP/MED23/GTF2H4/MED25/MED15/TRIP4/MED16/MED14/CBX3/CREB1/MED24/TAF6L/TCF3/HNRNPAB/GEMIN5/ASCC2/RB1/CHD4/MED27/MED4/POU2F1/MED1/CDK7/LMO4/TAF4/TADA3/PYGO2/TCEA1/MNAT1/ING2/TBP/MED26/CEBPZ/STAT2/STAT1/TAF3/HMGA1/TCF12/TCF4/TLE1/TAF6/GTF2E1/TAF10/NFYB/CCNH/TEAD1/GTF2E2/TAF5/BCL9L/ATF6B/CEBPB/ARNT/TCF7L1	53	go_cc
GO:0030532	GO:0030532	small nuclear ribonucleoprotein complex	32/1984	56/7473	1.19749024779234e-06	1.98290296913849e-05	1.62754866495615e-05	SNRNP200/PHF5A/AAR2/PRPF40A/LUC7L2/SNRPE/SNRPA/SART1/SF3B3/PRPF3/SF3B2/USP39/SLU7/SNRPA1/PRPF4/SF3A1/SF3A2/SF3B1/CD2BP2/HTATSF1/SNRPD2/HEXIM1/SNRPD3/SNRPB2/SNRPC/GEMIN4/MEPCE/SNRPF/SF3A3/TGS1/DDX39B/LSM8	32	go_cc
GO:0032039	GO:0032039	integrator complex	13/1984	15/7473	1.89210768157439e-06	3.04359035636109e-05	2.49815119462002e-05	INTS4/INTS14/INTS2/INTS1/INTS7/INTS3/NIPBL/INTS6/INTS8/INTS13/INTS11/INTS9/INTS12	13	go_cc
GO:0071013	GO:0071013	catalytic step 2 spliceosome	40/1984	80/7473	5.80836011286075e-06	9.08362984316833e-05	7.45576049574815e-05	SNRNP200/CACTIN/PPIL2/SNRPE/TFIP11/XAB2/SART1/CDC5L/SF3B3/ISY1/SF3B2/RBM22/SLU7/SNRPA1/SRRM2/SNW1/SF3A1/SF3A2/AQR/SF3B1/PLRG1/HNRNPA1/DHX8/SNRPD2/ALYREF/MTREX/DHX38/SNRPD3/PPWD1/SNRPB2/CWC22/HNRNPF/ZCCHC8/CDC40/FRG1/CWC27/SYF2/SNRPF/SF3A3/PPIE	40	go_cc
GO:0030688	GO:0030688	preribosome, small subunit precursor	12/1984	14/7473	6.22711380698492e-06	9.47531100900678e-05	7.77724882294845e-05	NOP9/RIOK1/RRP1B/RRP1/UTP20/NOC4L/FTSJ3/TSR1/NOP14/BYSL/NOB1/RIOK2	12	go_cc
