ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	group
GO:0098794	GO:0098794	postsynapse	36/219	340/7589	6.42653505238294e-12	2.06817582594869e-10	1.4759506340401e-10	GABBR1/FLRT3/MAPT/PLPPR4/CNTN2/GRM2/P2RX3/NSG1/ANK2/CYFIP1/INA/NEFM/CNTN1/IQSEC3/ABHD6/NEFL/RTN4/SRCIN1/MPP2/CPEB3/NRP1/STX1A/CTNND2/DNAJC6/STXBP1/STX12/TANC2/CPEB4/EFNB2/CPT1C/LRRC4B/F2R/MAP1B/SPOCK1/PDPK1/EPHB2	36	go_cc
GO:0005887	GO:0005887	integral component of plasma membrane	37/219	373/7589	2.23209222798549e-11	6.5846720725572e-10	4.69914153260104e-10	GABBR1/FLRT3/PLPPR4/GRM2/ADGRL2/SCN3A/P2RX3/ALCAM/NRG1/DPP6/NRXN1/PLXNA3/CD200/ABHD6/TRPV2/NFASC/NRP1/STX1A/KCNB2/ATP1B1/KCNQ2/CNTNAP1/SLC1A2/TM7SF2/PTPRD/ASIC1/ADGRL3/EFNB2/CPT1C/NEO1/ADCY9/LRRC4B/F2R/HCN4/KCNH2/EPHB2/SLC22A17	37	go_cc
GO:0030425	GO:0030425	dendrite	34/219	331/7589	6.21579441616378e-11	1.57170801665855e-09	1.12164711269121e-09	DNER/GABBR1/SYT4/MAPT/GRM2/P2RX3/NSG1/ALCAM/CYFIP1/MAP2/ELAVL4/UNC5C/RUFY3/GNAZ/DPYSL5/SRCIN1/MPP2/NFASC/CPEB3/MAST1/KCNB2/L1CAM/SARM1/KIF5C/CTNND2/TRAK1/TANC2/CPEB4/CPT1C/ADCY9/KIF21B/MAP1B/EPHB2/CKB	34	go_cc
GO:0097447	GO:0097447	dendritic tree	34/219	331/7589	6.21579441616378e-11	1.57170801665855e-09	1.12164711269121e-09	DNER/GABBR1/SYT4/MAPT/GRM2/P2RX3/NSG1/ALCAM/CYFIP1/MAP2/ELAVL4/UNC5C/RUFY3/GNAZ/DPYSL5/SRCIN1/MPP2/NFASC/CPEB3/MAST1/KCNB2/L1CAM/SARM1/KIF5C/CTNND2/TRAK1/TANC2/CPEB4/CPT1C/ADCY9/KIF21B/MAP1B/EPHB2/CKB	34	go_cc
GO:0030426	GO:0030426	growth cone	20/219	121/7589	1.81747828465138e-10	4.28924875177725e-09	3.06101605836022e-09	FLRT3/MAPT/CYFIP1/MAP2/ELAVL4/UNC5C/RUFY3/STMN2/NEFL/TRPV2/CBARP/L1CAM/KIF5C/SIRT2/MYO5A/ENO2/CPEB4/NEO1/KIF21B/MAP1B	20	go_cc
GO:0030427	GO:0030427	site of polarized growth	20/219	125/7589	3.32721480975266e-10	7.36146276657776e-09	5.25349706803052e-09	FLRT3/MAPT/CYFIP1/MAP2/ELAVL4/UNC5C/RUFY3/STMN2/NEFL/TRPV2/CBARP/L1CAM/KIF5C/SIRT2/MYO5A/ENO2/CPEB4/NEO1/KIF21B/MAP1B	20	go_cc
GO:0099240	GO:0099240	intrinsic component of synaptic membrane	15/219	66/7589	3.62200966274247e-10	7.54230247418138e-09	5.38255305918385e-09	GABBR1/FLRT3/PLPPR4/CNTN2/GRM2/P2RX3/CNTN1/ABHD6/NRP1/STX1A/SLC1A2/PTPRD/EFNB2/LRRC4B/EPHB2	15	go_cc
GO:0099699	GO:0099699	integral component of synaptic membrane	13/219	59/7589	8.44525967763936e-09	1.66090106993574e-07	1.18529960387921e-07	GABBR1/FLRT3/PLPPR4/GRM2/P2RX3/ABHD6/NRP1/STX1A/SLC1A2/PTPRD/EFNB2/LRRC4B/EPHB2	13	go_cc
GO:0098978	GO:0098978	glutamatergic synapse	22/219	195/7589	3.58197011494781e-08	6.67377589837645e-07	4.76273034674502e-07	GABBR1/FLRT3/SYT4/PLPPR4/NSG1/NRG1/ELAVL4/SYT1/ABHD6/NRP1/STX1A/PPFIA3/STXBP1/SLC1A2/PTPRD/ADGRL3/EFNB2/CPT1C/CADPS/LRRC4B/CAMKV/EPHB2	22	go_cc
GO:0098936	GO:0098936	intrinsic component of postsynaptic membrane	11/219	46/7589	4.93667679986568e-08	8.73791793576225e-07	6.23580227351454e-07	GABBR1/FLRT3/PLPPR4/CNTN2/GRM2/CNTN1/ABHD6/NRP1/EFNB2/LRRC4B/EPHB2	11	go_cc
GO:0034703	GO:0034703	cation channel complex	11/219	47/7589	6.28334900013332e-08	1.05919311716533e-06	7.55891609038595e-07	CACNB1/SCN3A/MICU3/DPP6/ABHD6/KCNB2/CACNA2D1/KCNQ2/CPT1C/HCN4/KCNH2	11	go_cc
GO:0098797	GO:0098797	plasma membrane protein complex	20/219	177/7589	1.51164597769156e-07	2.43237580046733e-06	1.73586140978936e-06	SORBS1/GABBR1/CACNB1/CTNNA2/SLC18A3/SCN3A/DPP6/ABHD6/GNAZ/KCNB2/CDH6/ATP1B1/CACNA2D1/SYNJ1/KCNQ2/GNAO1/CPT1C/NEO1/HCN4/KCNH2	20	go_cc
GO:0045211	GO:0045211	postsynaptic membrane	15/219	106/7589	3.14363250997487e-07	4.83846047187437e-06	3.45296019402274e-06	GABBR1/FLRT3/PLPPR4/CNTN2/GRM2/NSG1/ANK2/CNTN1/IQSEC3/ABHD6/NRP1/EFNB2/LRRC4B/F2R/EPHB2	15	go_cc
GO:0034702	GO:0034702	ion channel complex	11/219	65/7589	2.04429841114779e-06	3.01534015644299e-05	2.1518930643661e-05	CACNB1/SCN3A/MICU3/DPP6/ABHD6/KCNB2/CACNA2D1/KCNQ2/CPT1C/HCN4/KCNH2	11	go_cc
GO:0098889	GO:0098889	intrinsic component of presynaptic membrane	8/219	32/7589	2.44894495782092e-06	3.46770606027442e-05	2.47472332579798e-05	GABBR1/P2RX3/CNTN1/STX1A/SLC1A2/PTPRD/EFNB2/EPHB2	8	go_cc
GO:0099055	GO:0099055	integral component of postsynaptic membrane	9/219	43/7589	2.82735615034532e-06	3.84955414316248e-05	2.74722864810882e-05	GABBR1/FLRT3/PLPPR4/GRM2/ABHD6/NRP1/EFNB2/LRRC4B/EPHB2	9	go_cc
GO:0097386	GO:0097386	glial cell projection	6/219	16/7589	3.39074891071244e-06	4.44564857182298e-05	3.17263055973094e-05	SYT4/MAPT/GRM2/NFASC/SIRT2/SLC1A2	6	go_cc
GO:0098984	GO:0098984	neuron to neuron synapse	19/219	210/7589	9.11473354974885e-06	0.000115236274164682	8.2238197441343e-05	FLRT3/PLPPR4/P2RX3/SYT1/IQSEC3/RTN4/SRCIN1/MPP2/CPEB3/STX1A/CTNND2/DNAJC6/PTPRD/CPEB4/EFNB2/LRRC4B/MAP1B/SPOCK1/PDPK1	19	go_cc
GO:0099056	GO:0099056	integral component of presynaptic membrane	7/219	28/7589	1.06926797718841e-05	0.000130524435836103	9.31485715155062e-05	GABBR1/P2RX3/STX1A/SLC1A2/PTPRD/EFNB2/EPHB2	7	go_cc
GO:0008076	GO:0008076	voltage-gated potassium channel complex	5/219	12/7589	1.28355933806284e-05	0.000151460001891415	0.000108089207415818	DPP6/KCNB2/KCNQ2/HCN4/KCNH2	5	go_cc
GO:0043204	GO:0043204	perikaryon	10/219	65/7589	1.45507135199084e-05	0.000164769004645805	0.000117587157641966	ELAVL4/PRPH/RUFY3/KCNB2/SIRT2/CTNND2/SERPINI1/PDE9A/ENO2/MAP1B	10	go_cc
GO:0044295	GO:0044295	axonal growth cone	6/219	20/7589	1.48943733013157e-05	0.000164769004645805	0.000117587157641966	FLRT3/CYFIP1/TRPV2/L1CAM/KIF5C/NEO1	6	go_cc
GO:0032589	GO:0032589	neuron projection membrane	6/219	22/7589	2.73158180233647e-05	0.000284509928081289	0.000203040091405023	GABBR1/EPB41L3/MAPT/ROBO2/MPP2/SLC1A2	6	go_cc
GO:0009986	GO:0009986	cell surface	20/219	247/7589	2.73258123015927e-05	0.000284509928081289	0.000203040091405023	ROBO2/CNTN2/NCAM1/ALCAM/GPC2/FERMT2/UNC5C/NRXN1/CD200/TRPV2/SULF2/L1CAM/SLC1A2/ENO2/ASIC1/NEO1/F2R/IGSF3/KCNH2/EPHB2	20	go_cc
GO:1990351	GO:1990351	transporter complex	13/219	119/7589	3.52573911053795e-05	0.000350662402817744	0.000250249707630861	CACNB1/SCN3A/MICU3/DPP6/ATP8A1/ABHD6/KCNB2/ATP1B1/CACNA2D1/KCNQ2/CPT1C/HCN4/KCNH2	13	go_cc
GO:0044306	GO:0044306	neuron projection terminus	9/219	58/7589	3.66511550967698e-05	0.000350662402817744	0.000250249707630861	SNCG/FLRT3/SLC18A3/P2RX3/CYFIP1/SYT1/SYNJ1/SLC1A2/SYP	9	go_cc
GO:0048786	GO:0048786	presynaptic active zone	9/219	58/7589	3.66511550967698e-05	0.000350662402817744	0.000250249707630861	STX1B/STX1A/RIMS3/PPFIA3/CNTNAP1/STXBP1/RIMS2/SYP/BRSK1	9	go_cc
GO:0034705	GO:0034705	potassium channel complex	5/219	15/7589	4.53305883682113e-05	0.000422290217956495	0.000301366792475643	DPP6/KCNB2/KCNQ2/HCN4/KCNH2	5	go_cc
GO:0030285	GO:0030285	integral component of synaptic vesicle membrane	5/219	16/7589	6.43941517579837e-05	0.000584500762110929	0.000417128108553741	SYT4/SYT1/STX1A/STX12/SYP	5	go_cc
GO:0031301	GO:0031301	integral component of organelle membrane	17/219	202/7589	6.90255295301326e-05	0.000610875936341674	0.00043595071282189	SYT4/P2RX3/MFF/RTN1/SYT1/LRIT1/RTN4/STX1A/EMC1/PEX16/TM7SF2/STX12/GDAP1/CPT1C/SYP/SLC22A17/CHCHD6	17	go_cc
GO:1902495	GO:1902495	transmembrane transporter complex	12/219	112/7589	8.55925938323717e-05	0.000739018980894136	0.000527399807952996	CACNB1/SCN3A/MICU3/DPP6/ABHD6/KCNB2/ATP1B1/CACNA2D1/KCNQ2/CPT1C/HCN4/KCNH2	12	go_cc
GO:0014069	GO:0014069	postsynaptic density	16/219	194/7589	0.000143617894161097	0.00121049367935781	0.00086386703254795	FLRT3/PLPPR4/IQSEC3/RTN4/SRCIN1/MPP2/CPEB3/STX1A/CTNND2/DNAJC6/CPEB4/EFNB2/LRRC4B/MAP1B/SPOCK1/PDPK1	16	go_cc
GO:0031300	GO:0031300	intrinsic component of organelle membrane	17/219	218/7589	0.000176424146405684	0.00145242204250261	0.00103651885281185	SYT4/P2RX3/MFF/RTN1/SYT1/LRIT1/RTN4/STX1A/EMC1/PEX16/TM7SF2/STX12/GDAP1/CPT1C/SYP/SLC22A17/CHCHD6	17	go_cc
GO:0032279	GO:0032279	asymmetric synapse	16/219	198/7589	0.000182109987927662	0.00146515763014528	0.00104560758618754	FLRT3/PLPPR4/IQSEC3/RTN4/SRCIN1/MPP2/CPEB3/STX1A/CTNND2/DNAJC6/CPEB4/EFNB2/LRRC4B/MAP1B/SPOCK1/PDPK1	16	go_cc
GO:0033268	GO:0033268	node of Ranvier	4/219	11/7589	0.000189839013274777	0.00149340023776158	0.00106576288154261	CNTN2/NFASC/KCNQ2/SPOCK1	4	go_cc
GO:0045121	GO:0045121	membrane raft	13/219	142/7589	0.000218787312970685	0.00168371106068744	0.00120157792020513	SORBS1/GABBR1/MAPT/P2RX3/ANK2/CNTN1/ATP1B1/CLIP3/SLC1A2/STX12/ENO2/F2R/MYADM	13	go_cc
GO:0099572	GO:0099572	postsynaptic specialization	16/219	202/7589	0.000229295717736164	0.00172703583145962	0.00123249657909696	FLRT3/PLPPR4/IQSEC3/RTN4/SRCIN1/MPP2/CPEB3/STX1A/CTNND2/DNAJC6/CPEB4/EFNB2/LRRC4B/MAP1B/SPOCK1/PDPK1	16	go_cc
GO:0098857	GO:0098857	membrane microdomain	13/219	143/7589	0.000234625411918461	0.00173036241289865	0.00123487058904453	SORBS1/GABBR1/MAPT/P2RX3/ANK2/CNTN1/ATP1B1/CLIP3/SLC1A2/STX12/ENO2/F2R/MYADM	13	go_cc
GO:0099513	GO:0099513	polymeric cytoskeletal fiber	24/219	382/7589	0.000252775658372558	0.00182617516456909	0.00130324721824734	MAPT/REEP1/INA/NEFM/MAP2/PRPH/WDR47/NEFL/DCX/ATAT1/NRP1/HID1/SARM1/KIF5C/SIRT2/MYO5A/SYNJ1/CLIP3/RADIL/TUBB2A/KIF21B/MAP1B/TUBB4A/KIF26A	24	go_cc
GO:0043194	GO:0043194	axon initial segment	4/219	12/7589	0.000278340723221851	0.00197065232041071	0.00140635312785777	CNTN2/MAP2/NFASC/KCNQ2	4	go_cc
GO:0031225	GO:0031225	anchored component of membrane	7/219	46/7589	0.00031076924832483	0.0021571041942547	0.00153941423318801	CNTN2/NCAM1/GPC2/LSAMP/CNTN1/MDGA1/PRMT8	7	go_cc
GO:0046658	GO:0046658	anchored component of plasma membrane	5/219	22/7589	0.000336963841295982	0.00229394615036111	0.00163707129374566	CNTN2/GPC2/CNTN1/MDGA1/PRMT8	5	go_cc
GO:0008021	GO:0008021	synaptic vesicle	11/219	112/7589	0.000364902377494341	0.00243727248364145	0.00173935592052913	GABBR1/SYT4/MFF/SYT1/STX1B/SEPTIN5/STX1A/CBARP/STX12/SYP/BRSK1	11	go_cc
GO:0098685	GO:0098685	Schaffer collateral - CA1 synapse	7/219	48/7589	0.00040709363246653	0.00266872492394725	0.0019045316138785	GABBR1/P2RX3/INA/NEFL/PTPRD/EFNB2/SYP	7	go_cc
GO:0043195	GO:0043195	terminal bouton	5/219	23/7589	0.000420544664281884	0.00270677838465067	0.00193168841009861	SLC18A3/P2RX3/CYFIP1/SYNJ1/SYP	5	go_cc
GO:0043679	GO:0043679	axon terminus	7/219	49/7589	0.000463476356908508	0.00292983268474307	0.0020908707830459	SNCG/FLRT3/SLC18A3/P2RX3/CYFIP1/SYNJ1/SYP	7	go_cc
GO:0070382	GO:0070382	exocytic vesicle	11/219	116/7589	0.000494141265702272	0.00306887733436148	0.00219009979258625	GABBR1/SYT4/MFF/SYT1/STX1B/SEPTIN5/STX1A/CBARP/STX12/SYP/BRSK1	11	go_cc
GO:0099081	GO:0099081	supramolecular polymer	27/219	477/7589	0.000551010833141387	0.00336306611951812	0.00240004718609679	COL10A1/MAPT/REEP1/ANK2/INA/NEFM/FERMT2/MAP2/PRPH/WDR47/NEFL/DCX/ATAT1/NRP1/HID1/SARM1/KIF5C/SIRT2/MYO5A/SYNJ1/CLIP3/RADIL/TUBB2A/KIF21B/MAP1B/TUBB4A/KIF26A	27	go_cc
GO:0098563	GO:0098563	intrinsic component of synaptic vesicle membrane	5/219	25/7589	0.000633500408225223	0.00380100244935134	0.00271257980328374	SYT4/SYT1/STX1A/STX12/SYP	5	go_cc
GO:0005911	GO:0005911	cell-cell junction	18/219	267/7589	0.00067886902174044	0.0040053272282686	0.00285839588101238	SORBS1/EPB41L3/FLRT3/CTNNA2/ANK2/FERMT2/FRMD5/MPP2/NFASC/SIRT2/CTNND2/CDH6/ATP1B1/CNTNAP1/ADGRL3/EFNB2/MYADM/TMEM65	18	go_cc
GO:0031594	GO:0031594	neuromuscular junction	6/219	39/7589	0.000792725808309247	0.00460040878920448	0.00328307496107367	NRG1/STX1B/NEFL/F2R/SYP/SPOCK1	6	go_cc
GO:0005874	GO:0005874	microtubule	18/219	273/7589	0.000880078780288301	0.00502496593906546	0.00358605954616625	MAPT/REEP1/MAP2/WDR47/DCX/ATAT1/HID1/SARM1/KIF5C/SIRT2/SYNJ1/CLIP3/RADIL/TUBB2A/KIF21B/MAP1B/TUBB4A/KIF26A	18	go_cc
GO:0099512	GO:0099512	supramolecular fiber	26/219	474/7589	0.00111496571216308	0.0062650454302497	0.00447104044977677	MAPT/REEP1/ANK2/INA/NEFM/FERMT2/MAP2/PRPH/WDR47/NEFL/DCX/ATAT1/NRP1/HID1/SARM1/KIF5C/SIRT2/MYO5A/SYNJ1/CLIP3/RADIL/TUBB2A/KIF21B/MAP1B/TUBB4A/KIF26A	26	go_cc
GO:0043197	GO:0043197	dendritic spine	9/219	98/7589	0.00199805645702766	0.0110517497779343	0.00788706496195131	GABBR1/MAPT/P2RX3/CYFIP1/MPP2/TANC2/CPEB4/MAP1B/EPHB2	9	go_cc
GO:0044309	GO:0044309	neuron spine	9/219	99/7589	0.00214401540038425	0.0116766377190158	0.0083330153213315	GABBR1/MAPT/P2RX3/CYFIP1/MPP2/TANC2/CPEB4/MAP1B/EPHB2	9	go_cc
GO:0048787	GO:0048787	presynaptic active zone membrane	4/219	20/7589	0.00227192886984154	0.0121858003018773	0.00869637844915421	STX1B/STX1A/CNTNAP1/STXBP1	4	go_cc
GO:0098982	GO:0098982	GABA-ergic synapse	5/219	33/7589	0.00234592238704291	0.0123948735076595	0.00884558323472581	GABBR1/NRG1/IQSEC3/ABHD6/MDGA1	5	go_cc
GO:0099569	GO:0099569	presynaptic cytoskeleton	3/219	10/7589	0.00244797355192437	0.0127438623144298	0.00909463858300074	NEFL/RIMS3/RIMS2	3	go_cc
GO:0099568	GO:0099568	cytoplasmic region	10/219	128/7589	0.003797416098379	0.0194823956351618	0.0139035829688933	MAPT/MAP2/NEFL/DCX/RIMS3/KIF5C/PPFIA3/TRAK1/RIMS2/TUBB4A	10	go_cc
GO:0030672	GO:0030672	synaptic vesicle membrane	6/219	53/7589	0.00399013867922357	0.0198944942597908	0.0141976765457918	SYT4/SYT1/STX1A/CBARP/STX12/SYP	6	go_cc
GO:0099501	GO:0099501	exocytic vesicle membrane	6/219	53/7589	0.00399013867922357	0.0198944942597908	0.0141976765457918	SYT4/SYT1/STX1A/CBARP/STX12/SYP	6	go_cc
GO:0043209	GO:0043209	myelin sheath	4/219	24/7589	0.00455261223098599	0.0223836768023478	0.0159740780034596	CNTN2/SIRT2/GDI1/TUBB4A	4	go_cc
GO:0099503	GO:0099503	secretory vesicle	24/219	485/7589	0.00648775053400671	0.0314611464251832	0.0224522008386678	GABBR1/ALB/SYT4/CPE/CYFIP1/MFF/ATP8A1/SYT1/STX1B/SEPTIN5/NFASC/STX1A/CBARP/MYO5A/PPFIA3/SERPINI1/ABCA3/STXBP1/STX12/CYB5R1/MVP/CADPS/SYP/BRSK1	24	go_cc
GO:0031045	GO:0031045	dense core granule	3/219	14/7589	0.00681823273268843	0.0326169511806987	0.0232770392012123	SYT4/SYT1/CADPS	3	go_cc
GO:0060076	GO:0060076	excitatory synapse	4/219	27/7589	0.0070284870660166	0.0331744589515984	0.0236749038013191	CYFIP1/SYT1/SYNJ1/SYP	4	go_cc
GO:0031256	GO:0031256	leading edge membrane	8/219	99/7589	0.00762266389035674	0.035505566015609	0.0253384949263936	GABBR1/EPB41L3/MAPT/ROBO2/FERMT2/MPP2/PDE9A/SLC1A2	8	go_cc
GO:0030133	GO:0030133	transport vesicle	13/219	211/7589	0.00792814779644027	0.0364488872719462	0.026011694752504	GABBR1/SYT4/CPE/SLC18A3/MFF/SYT1/STX1B/SEPTIN5/STX1A/CBARP/STX12/SYP/BRSK1	13	go_cc
GO:0098831	GO:0098831	presynaptic active zone cytoplasmic component	3/219	15/7589	0.00834356590933346	0.0378669529731288	0.0270236952529019	RIMS3/PPFIA3/RIMS2	3	go_cc
GO:0030658	GO:0030658	transport vesicle membrane	8/219	103/7589	0.00960176163373206	0.0430256154220399	0.0307051671165316	SYT4/CPE/SLC18A3/SYT1/STX1A/CBARP/STX12/SYP	8	go_cc
GO:0030175	GO:0030175	filopodium	6/219	66/7589	0.0115966369980287	0.0513151187162769	0.0366209589411432	CYFIP1/MAP2/UNC5C/RUFY3/SRCIN1/MYO5A	6	go_cc
GO:0005882	GO:0005882	intermediate filament	5/219	48/7589	0.0119410904198313	0.0521869877607443	0.0372431670014232	INA/NEFM/PRPH/NEFL/NRP1	5	go_cc
GO:0031252	GO:0031252	cell leading edge	15/219	277/7589	0.0139822985916498	0.0591760417287087	0.0422308950784719	GABBR1/EPB41L3/MAPT/ROBO2/CYFIP1/FERMT2/UNC5C/RUFY3/STMN2/SRCIN1/MPP2/MYO5A/PDE9A/SLC1A2/MYADM	15	go_cc
GO:0034704	GO:0034704	calcium channel complex	3/219	18/7589	0.0140417726135919	0.0591760417287087	0.0422308950784719	CACNB1/MICU3/CACNA2D1	3	go_cc
GO:0098686	GO:0098686	hippocampal mossy fiber to CA3 synapse	3/219	18/7589	0.0140417726135919	0.0591760417287087	0.0422308950784719	P2RX3/SYT1/PTPRD	3	go_cc
GO:0030312	GO:0030312	external encapsulating structure	10/219	160/7589	0.0172055005593584	0.070822641837359	0.0505424741033784	COL10A1/FLRT3/EDIL3/NCAM1/ADAM11/GPC2/APOC3/TNC/SERAC1/L1CAM	10	go_cc
GO:0031012	GO:0031012	extracellular matrix	10/219	160/7589	0.0172055005593584	0.070822641837359	0.0505424741033784	COL10A1/FLRT3/EDIL3/NCAM1/ADAM11/GPC2/APOC3/TNC/SERAC1/L1CAM	10	go_cc
GO:0071782	GO:0071782	endoplasmic reticulum tubular network	3/219	20/7589	0.0188061503030016	0.076521577094972	0.0546095108617106	REEP1/ATL1/RTN4	3	go_cc
GO:0043198	GO:0043198	dendritic shaft	3/219	21/7589	0.0214832131073797	0.0864211072728684	0.061674296002047	GABBR1/MAP2/MPP2	3	go_cc
GO:0005795	GO:0005795	Golgi stack	6/219	76/7589	0.0220397487399573	0.0876637197072458	0.0625610845368391	SMPD3/NSG1/ATL1/HID1/SULF2/CLIP3	6	go_cc
GO:0032838	GO:0032838	plasma membrane bounded cell projection cytoplasm	7/219	98/7589	0.0228233813893123	0.0897719667979616	0.0640656319699994	MAPT/MAP2/NEFL/DCX/KIF5C/TRAK1/TUBB4A	7	go_cc
GO:0099061	GO:0099061	integral component of postsynaptic density membrane	3/219	22/7589	0.0243576225355366	0.0947538283250546	0.0676209301160069	PLPPR4/EFNB2/LRRC4B	3	go_cc
GO:0045111	GO:0045111	intermediate filament cytoskeleton	6/219	78/7589	0.0247052484857954	0.0950614996083867	0.0678404992744954	INA/NEFM/PRPH/NEFL/NRP1/HSDL1	6	go_cc
GO:0098858	GO:0098858	actin-based cell projection	7/219	101/7589	0.0264129840411372	0.100539745704974	0.0717500415378939	CYFIP1/MAP2/UNC5C/RUFY3/SRCIN1/NFASC/MYO5A	7	go_cc
