ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	group
GO:0000793	GO:0000793	condensed chromosome	39/842	171/7589	7.24509621291776e-06	0.000335909006235278	0.000320309516781627	DSN1/NIFK/CEBPB/ORC2/SPOUT1/CFDP1/HSF1/HSPA2/ADD3/NCAPD3/CENPM/CENPU/KNTC1/CDK2/SMC2/CHMP2A/INCENP/MAD2L1/CENPQ/TOPBP1/ERCC6L/NCAPD2/NCAPG/MKI67/KIF22/AURKB/BLM/HJURP/RIF1/FANCD2/ZWILCH/TOP2A/NDC80/CENPI/KIF2C/SGO1/SPC25/PLK1/SPC24	39	go_cc
GO:0000781	GO:0000781	chromosome, telomeric region	28/842	114/7589	3.4270169923893e-05	0.00141927746997489	0.00135336675155501	RBBP7/ORC2/RPA2/ORC1/FEN1/WRAP53/NHP2/XRCC1/CDK2/WRN/MSH2/POLD1/CHEK2/ATR/HAT1/MCM7/MCM3/PCNA/CDK1/MCM4/BLM/XRCC3/MCM5/RIF1/MCM2/ACD/MCM6/RECQL4	28	go_cc
GO:0030688	GO:0030688	preribosome, small subunit precursor	8/842	14/7589	3.617766099936e-05	0.00141927746997489	0.00135336675155501	FTSJ3/RIOK1/TSR1/NOP14/BYSL/RIOK2/LTV1/NOB1	8	go_cc
GO:0000785	GO:0000785	chromatin	83/842	493/7589	4.73145181987002e-05	0.00172360030580979	0.00164355694795485	MYBBP1A/NSD1/NFKB1/RFX7/BCL7B/SET/BRD9/ALKBH1/EIF3E/MORF4L1/GABPA/SRPK1/CEBPB/INO80E/MGA/RBBP7/ORC2/BEND3/UXT/CFDP1/RPA2/STAT5B/DNMT3A/HSF1/ICE2/TTI1/DDX21/STAT2/SALL1/TEAD1/MTA3/IPO4/MSH6/IRF3/BRMS1/FOXP4/NCAPD3/DNMT1/XRCC1/SMC2/POLE3/CHMP2A/KLF16/INCENP/DSCC1/TIMELESS/STAT1/ING2/HMGN5/CHAF1A/JMJD1C/HAT1/CDK4/UHRF1/SRF/MCM7/KIF22/STAT3/PCNA/SALL4/POLA1/FANCF/SOX12/SATB1/RIF1/MCM2/FOXJ3/NASP/ASF1B/ESCO2/HELLS/CHRAC1/RELB/ELL/ZC3H8/FANCG/FANCE/NACC2/TGM2/PLK1/E2F4/CDCA5/FANCA	83	go_cc
GO:0032993	GO:0032993	protein-DNA complex	23/842	91/7589	0.000105853255084558	0.00339580115669242	0.00323810141257358	MORF4L1/GTF2E1/RPA2/RPA3/POLD1/EP300/MCM7/POLA2/MCM3/PCNA/POLA1/POLD2/GINS1/MCM4/SOX12/MCM5/MCM2/ACD/PRIM2/PRIM1/MCM6/POLD3/GINS3	23	go_cc
GO:0000779	GO:0000779	condensed chromosome, centromeric region	28/842	121/7589	0.000106534938249174	0.00339580115669242	0.00323810141257358	DSN1/CEBPB/ORC2/SPOUT1/CFDP1/HSF1/NCAPD3/CENPM/CENPU/KNTC1/CHMP2A/INCENP/MAD2L1/CENPQ/ERCC6L/NCAPD2/NCAPG/KIF22/AURKB/HJURP/ZWILCH/NDC80/CENPI/KIF2C/SGO1/SPC25/PLK1/SPC24	28	go_cc
GO:0000307	GO:0000307	cyclin-dependent protein kinase holoenzyme complex	10/842	24/7589	0.000122361163398839	0.00367083490196518	0.00350036269289559	CDK6/MNAT1/CDK7/BCCIP/CCNH/CDK2/CDK4/PCNA/CDK1/CCNB2	10	go_cc
GO:0030684	GO:0030684	preribosome	19/842	72/7589	0.000226794822561649	0.0064258533059134	0.0061274390657007	EMG1/MPHOSPH10/FTSJ3/RIOK1/TSR1/UTP14A/RRP15/RRP7A/MDN1/WDR74/NOP14/BYSL/PES1/RIOK2/UTP3/LTV1/SRFBP1/ZNF622/NOB1	19	go_cc
GO:0015030	GO:0015030	Cajal body	13/842	44/7589	0.000685238472019814	0.0181162002364188	0.0172748906279164	GEMIN4/TOE1/ICE2/NOLC1/LSG1/PHAX/WRAP53/NHP2/CDK2/TGS1/AK6/ELL/ZC3H8	13	go_cc
GO:0061695	GO:0061695	transferase complex, transferring phosphorus-containing groups	33/842	168/7589	0.000710439224957602	0.0181162002364188	0.0172748906279164	TADA3/CDK6/GTF2E1/MNAT1/POLR3C/CDK7/PFKP/TAF6/POLR3D/BCCIP/GTF2E2/PHKG2/CCNH/RPAP2/CDK2/POLE3/RECQL5/POLD1/PRPS2/CDK4/POLE/POLA2/MCM3/PCNA/POLA1/POLD2/CDK1/PRIM2/PRIM1/CHRAC1/CCNB2/POLD3/POLR1D	33	go_cc
GO:0000776	GO:0000776	kinetochore	24/842	113/7589	0.00120566360999292	0.0292804019569709	0.0279206309682571	DSN1/ORC2/SPOUT1/CFDP1/HSF1/CENPM/CENPU/KNTC1/CHMP2A/INCENP/MAD2L1/CENPQ/ERCC6L/KIF22/AURKB/HJURP/ZWILCH/NDC80/CENPI/KIF2C/SGO1/SPC25/PLK1/SPC24	24	go_cc
GO:0055029	GO:0055029	nuclear DNA-directed RNA polymerase complex	17/842	73/7589	0.00216453705230126	0.0501779043942564	0.047847661156133	TADA3/GTF2E1/MNAT1/POLR3C/CDK7/TAF6/POLR3D/GTF2E2/CCNH/RPAP2/RECQL5/POLA2/MCM3/POLA1/PRIM2/PRIM1/POLR1D	17	go_cc
GO:0000428	GO:0000428	DNA-directed RNA polymerase complex	17/842	74/7589	0.00252707676703868	0.0560351804865098	0.05343292752274	TADA3/GTF2E1/MNAT1/POLR3C/CDK7/TAF6/POLR3D/GTF2E2/CCNH/RPAP2/RECQL5/POLA2/MCM3/POLA1/PRIM2/PRIM1/POLR1D	17	go_cc
GO:0030880	GO:0030880	RNA polymerase complex	17/842	76/7589	0.00340481600533771	0.0723523401134263	0.0689923243186852	TADA3/GTF2E1/MNAT1/POLR3C/CDK7/TAF6/POLR3D/GTF2E2/CCNH/RPAP2/RECQL5/POLA2/MCM3/POLA1/PRIM2/PRIM1/POLR1D	17	go_cc
GO:0030312	GO:0030312	external encapsulating structure	29/842	160/7589	0.00502982412405787	0.0986619347411351	0.0940801111463455	LAMC1/LAMA1/ANXA7/MMP15/SERPINH1/P3H1/LGALS1/LAMB2/TFPI2/MMP14/ANXA6/CTSH/FGFBP3/LAMB1/ANXA4/DAG1/ANXA11/LRIG1/NID1/NID2/ALPL/HSPG2/CLU/EGFL7/COL4A2/TGM2/PXDN/THBS1/FGG	29	go_cc
GO:0031012	GO:0031012	extracellular matrix	29/842	160/7589	0.00502982412405787	0.0986619347411351	0.0940801111463455	LAMC1/LAMA1/ANXA7/MMP15/SERPINH1/P3H1/LGALS1/LAMB2/TFPI2/MMP14/ANXA6/CTSH/FGFBP3/LAMB1/ANXA4/DAG1/ANXA11/LRIG1/NID1/NID2/ALPL/HSPG2/CLU/EGFL7/COL4A2/TGM2/PXDN/THBS1/FGG	29	go_cc
GO:0016282	GO:0016282	eukaryotic 43S preinitiation complex	6/842	16/7589	0.00550465682339659	0.103976851108602	0.0991482047722895	EIF3M/EIF3F/EIF3E/EIF1B/DHX29/EIF3K	6	go_cc
GO:0005819	GO:0005819	spindle	45/842	280/7589	0.00634295364233007	0.115532369913869	0.110167089577312	TPT1/MAEA/DIAPH1/HAUS3/XIAP/HAUS5/SPOUT1/UXT/HSF1/HSPA2/HAUS6/BCCIP/RCC2/MAP7D3/PKD2/KNTC1/CHMP2A/CAPG/INCENP/PRC1/POC1A/MAD2L1/KIF23/TOPBP1/KIFC1/ANXA11/KIF4A/KIF14/KIF22/KIF15/CDK1/AURKB/RIF1/CKAP2/KIF11/PSRC1/HSPB1/CDCA8/WRAP73/KIF2C/SGO1/PLK1/VRK1/FBXO5/NUSAP1	45	go_cc
GO:0062023	GO:0062023	collagen-containing extracellular matrix	24/842	129/7589	0.00733765103689505	0.129041449269534	0.123048812306552	LAMC1/LAMA1/ANXA7/SERPINH1/P3H1/LGALS1/LAMB2/ANXA6/CTSH/FGFBP3/LAMB1/ANXA4/DAG1/ANXA11/NID1/NID2/HSPG2/CLU/EGFL7/COL4A2/TGM2/PXDN/THBS1/FGG	24	go_cc
GO:0070993	GO:0070993	translation preinitiation complex	6/842	17/7589	0.0077214656588958	0.131264916201229	0.125169022259995	EIF3M/EIF3F/EIF3E/EIF1B/DHX29/EIF3K	6	go_cc
GO:0005876	GO:0005876	spindle microtubule	13/842	57/7589	0.00830695893996787	0.136662872883342	0.130316299839224	HAUS3/XIAP/HAUS5/HAUS6/KNTC1/CHMP2A/PRC1/KIF4A/CDK1/AURKB/KIF11/PSRC1/PLK1	13	go_cc
GO:0005604	GO:0005604	basement membrane	9/842	34/7589	0.00988535836708197	0.157547898975369	0.15023143307868	LAMC1/LAMA1/LAMB2/LAMB1/DAG1/NID1/NID2/HSPG2/COL4A2	9	go_cc
GO:0051233	GO:0051233	spindle midzone	8/842	29/7589	0.0113798549643333	0.175870485812424	0.167703125790175	RCC2/INCENP/PRC1/KIF14/AURKB/RIF1/CDCA8/PLK1	8	go_cc
GO:0000792	GO:0000792	heterochromatin	12/842	56/7589	0.0179372180375507	0.258620438661218	0.246610201571687	ORC2/BEND3/DNMT3A/HSF1/SALL1/NCAPD3/DNMT1/INCENP/UHRF1/SALL4/ESCO2/HELLS	12	go_cc
GO:0019908	GO:0019908	nuclear cyclin-dependent protein kinase holoenzyme complex	4/842	10/7589	0.0182555603760859	0.258620438661218	0.246610201571687	MNAT1/CDK7/BCCIP/CCNH	4	go_cc
GO:0070938	GO:0070938	contractile ring	4/842	10/7589	0.0182555603760859	0.258620438661218	0.246610201571687	MAEA/PRC1/UTRN/DAG1	4	go_cc
GO:0072686	GO:0072686	mitotic spindle	21/842	118/7589	0.0188579715083442	0.259934201871772	0.247862954106829	DIAPH1/HAUS3/HAUS5/SPOUT1/HSF1/HAUS6/BCCIP/RCC2/PKD2/CAPG/PRC1/MAD2L1/KIF23/KIFC1/KIF22/CDK1/AURKB/KIF11/WRAP73/PLK1/NUSAP1	21	go_cc
GO:0005788	GO:0005788	endoplasmic reticulum lumen	23/842	133/7589	0.0199168475178656	0.267305058792407	0.254891511170468	TF/LAMC1/LRPAP1/SERPINH1/P3H1/FSTL1/LGALS1/LAMB2/CRTAP/FKBP10/GPX8/P4HA1/LAMB1/POGLUT3/DAG1/FOXRED2/CLU/PNPLA2/COL4A2/CHRDL1/THBS1/FGG/SIL1	23	go_cc
GO:1990391	GO:1990391	DNA repair complex	8/842	32/7589	0.020703982182076	0.270744382380994	0.258171113849369	MSH6/XRCC1/MSH2/FANCI/POLD1/PMS1/FANCD2/PALB2	8	go_cc
GO:0031904	GO:0031904	endosome lumen	4/842	11/7589	0.0262148118316876	0.334238850854017	0.318716922795781	LGMN/LRPAP1/CTSH/AP4E1	4	go_cc
GO:0016235	GO:0016235	aggresome	5/842	17/7589	0.0329953817650971	0.410430358541451	0.391370125172653	EPS15/TRIM37/POLD1/TDP2/PRKCQ	5	go_cc
GO:0030687	GO:0030687	preribosome, large subunit precursor	6/842	23/7589	0.0354130134668893	0.416676520345713	0.397326217543281	FTSJ3/RRP15/MDN1/WDR74/PES1/ZNF622	6	go_cc
GO:0000795	GO:0000795	synaptonemal complex	4/842	12/7589	0.0359485625396302	0.416676520345713	0.397326217543281	HSPA2/INCENP/BLM/PLK1	4	go_cc
GO:0099086	GO:0099086	synaptonemal structure	4/842	12/7589	0.0359485625396302	0.416676520345713	0.397326217543281	HSPA2/INCENP/BLM/PLK1	4	go_cc
GO:0035861	GO:0035861	site of double-strand break	10/842	49/7589	0.039887508747698	0.446820356573884	0.426070185215964	LMNA/RPA2/RAD18/WRAP53/RPA3/RNF169/TIMELESS/RIF1/ESCO2/HELB	10	go_cc
GO:0034399	GO:0034399	nuclear periphery	17/842	98/7589	0.0403014439262719	0.446820356573884	0.426070185215964	KIN/SRPK1/MAEA/CEBPB/LMNA/CAD/DNMT3A/KRT8/DAG1/HAT1/UHRF1/KIF4A/PCNA/NARF/POLA1/BLM/SATB1	17	go_cc
GO:0005721	GO:0005721	pericentric heterochromatin	5/842	18/7589	0.041641599864942	0.451855658108945	0.430871649218436	NCAPD3/DNMT1/INCENP/ESCO2/HELLS	5	go_cc
GO:0000794	GO:0000794	condensed nuclear chromosome	7/842	31/7589	0.0493564876621913	0.524412681410783	0.500059151314307	NIFK/HSPA2/ADD3/INCENP/TOPBP1/BLM/PLK1	7	go_cc
GO:0005852	GO:0005852	eukaryotic translation initiation factor 3 complex	4/842	14/7589	0.0608375330083138	0.610186090966383	0.581849275596427	EIF3M/EIF3F/EIF3E/EIF3K	4	go_cc
GO:0033290	GO:0033290	eukaryotic 48S preinitiation complex	4/842	14/7589	0.0608375330083138	0.610186090966383	0.581849275596427	EIF3M/EIF3F/EIF3E/EIF3K	4	go_cc
GO:0035770	GO:0035770	ribonucleoprotein granule	27/842	180/7589	0.0627654871965151	0.610186090966383	0.581849275596427	PRRC2C/EIF4G1/SAMD4B/PATL1/G3BP1/YTHDC2/NUFIP2/TRIM5/DCPS/YBX1/HSF1/UBAP2/CNOT2/DCP1B/GIGYF2/BTBD2/NYNRIN/LIN28A/LARP4/CTSH/MOV10/IQGAP1/OGFOD1/LARP1B/LIMD1/APOBEC3C/FASTK	27	go_cc
GO:0005844	GO:0005844	polysome	11/842	60/7589	0.063411495727879	0.610186090966383	0.581849275596427	EIF4G1/RPL36/RPL18/BTF3/NUFIP2/LIN28A/RPL19/EIF2AK4/IMPACT/RWDD1/RPS21	11	go_cc
GO:1902554	GO:1902554	serine/threonine protein kinase complex	11/842	60/7589	0.063411495727879	0.610186090966383	0.581849275596427	CDK6/MNAT1/CDK7/BCCIP/PHKG2/CCNH/CDK2/CDK4/PCNA/CDK1/CCNB2	11	go_cc
GO:0042788	GO:0042788	polysomal ribosome	6/842	27/7589	0.071153913046033	0.663661118752058	0.632840942958618	RPL36/RPL18/BTF3/NUFIP2/RPL19/RPS21	6	go_cc
GO:0016363	GO:0016363	nuclear matrix	14/842	83/7589	0.07157129712032	0.663661118752058	0.632840942958618	KIN/SRPK1/MAEA/CEBPB/LMNA/CAD/DNMT3A/KRT8/HAT1/UHRF1/KIF4A/POLA1/BLM/SATB1	14	go_cc
GO:0000932	GO:0000932	P-body	12/842	69/7589	0.0754379807640121	0.687024467672253	0.655119306634842	SAMD4B/PATL1/TRIM5/DCPS/UBAP2/CNOT2/DCP1B/BTBD2/LIN28A/MOV10/LIMD1/APOBEC3C	12	go_cc
GO:0005796	GO:0005796	Golgi lumen	6/842	28/7589	0.0824569430111633	0.721721428785135	0.688204953764154	LRPAP1/MMP14/DAG1/HSPG2/RHBDF2/SDC1	6	go_cc
GO:0010494	GO:0010494	cytoplasmic stress granule	11/842	63/7589	0.0843850346116069	0.721721428785135	0.688204953764154	PRRC2C/EIF4G1/G3BP1/NUFIP2/YBX1/GIGYF2/LIN28A/LARP4/MOV10/OGFOD1/LARP1B	11	go_cc
GO:0034451	GO:0034451	centriolar satellite	11/842	63/7589	0.0843850346116069	0.721721428785135	0.688204953764154	KLHL4/HAUS6/CENPU/KRT18/PCM1/CEP131/CD2AP/KCTD1/SSX2IP/PLK1/PRKCQ	11	go_cc
GO:0036464	GO:0036464	cytoplasmic ribonucleoprotein granule	24/842	162/7589	0.0849084033864865	0.721721428785135	0.688204953764154	PRRC2C/EIF4G1/SAMD4B/PATL1/G3BP1/NUFIP2/TRIM5/DCPS/YBX1/UBAP2/CNOT2/DCP1B/GIGYF2/BTBD2/NYNRIN/LIN28A/LARP4/CTSH/MOV10/IQGAP1/OGFOD1/LARP1B/LIMD1/APOBEC3C	24	go_cc
GO:0031074	GO:0031074	nucleocytoplasmic transport complex	3/842	10/7589	0.0901544480781183	0.741593040642586	0.707153735349587	MYBBP1A/SNUPN/KPNA2	3	go_cc
GO:0031527	GO:0031527	filopodium membrane	3/842	10/7589	0.0901544480781183	0.741593040642586	0.707153735349587	ITGAV/VASP/UTRN	3	go_cc
GO:0031941	GO:0031941	filamentous actin	4/842	16/7589	0.0927384061141305	0.750280917363935	0.71543815030369	PDLIM5/CARMIL1/CD2AP/SPECC1	4	go_cc
GO:0000118	GO:0000118	histone deacetylase complex	10/842	57/7589	0.0945463750225902	0.750280917363935	0.71543815030369	MORF4L1/DNTTIP1/MIDEAS/RBBP7/CFDP1/MTA3/BRMS1/ZNF217/ING2/JMJD1C	10	go_cc
GO:0005813	GO:0005813	centrosome	51/842	384/7589	0.0961025353795932	0.750280917363935	0.71543815030369	CDK6/CEP192/RANBP1/PKN2/HAUS3/HAUS5/ORC2/SPOUT1/UXT/RTTN/KLHL4/HSF1/HAUS6/BCCIP/PHAX/TSEN2/MVB12A/ECPAS/RAD18/OBSL1/CENPU/CEP78/CDK2/WRN/KRT18/POC1A/ILRUN/KIF23/PCM1/MCM3/KIF15/ARHGEF10/PCNA/HK2/CEP131/CDK1/AK6/AURKB/CKAP2/CD2AP/KCTD1/NDC80/RELB/WRAP73/KIF2C/CCNB2/SGO1/SSX2IP/PLK1/CCDC88A/PRKCQ	51	go_cc
GO:0005871	GO:0005871	kinesin complex	7/842	36/7589	0.0970951775412151	0.750280917363935	0.71543815030369	KIF23/KIFC1/KIF14/KIF22/KIF15/KIF11/KIF2C	7	go_cc
GO:0005667	GO:0005667	transcription regulator complex	33/842	239/7589	0.107474204728585	0.818087230023557	0.780095562994599	NAA16/TADA3/CEBPZ/CEBPB/GTF2E1/MNAT1/NAA15/CDK7/MIDEAS/RBBP7/RIOX2/TAF6/LIN9/STAT2/TEAD1/GTF2E2/MTA3/CCNH/SRA1/CDK2/EP300/STAT1/LMO4/ING2/CDK4/STAT3/LIMD1/DEPDC1/RELB/GTF3C6/E2F4/TCF7L1/GMNN	33	go_cc
GO:0031674	GO:0031674	I band	11/842	66/7589	0.109180309553398	0.818852321650484	0.780825124050616	CSRP2/MTM1/PDLIM5/ANK3/FHL3/OBSL1/CSRP1/FLNA/HSPB1/JPH1/MYL9	11	go_cc
GO:0005697	GO:0005697	telomerase holoenzyme complex	4/842	17/7589	0.111120875144602	0.821328207590538	0.783186030767448	NVL/WRAP53/NHP2/ACD	4	go_cc
GO:0016605	GO:0016605	PML body	11/842	68/7589	0.127815723027799	0.91049295586361	0.86821000125694	EIF3E/PATL1/RPA2/HSF1/TOP3A/TDP2/CHEK2/TOPBP1/ATR/BLM/SATB1	11	go_cc
GO:0005814	GO:0005814	centriole	12/842	76/7589	0.131645274020042	0.91049295586361	0.86821000125694	CEP192/RTTN/BCCIP/CEP78/CAPG/POC1A/PCM1/CEP131/TOP2A/WRAP73/PLK1/CCDC88A	12	go_cc
GO:0043292	GO:0043292	contractile fiber	16/842	107/7589	0.131775574704851	0.91049295586361	0.86821000125694	CSRP2/MTM1/PDLIM5/VCL/TPM1/ANK3/FHL3/OBSL1/CSRP1/CALD1/DAG1/FLNA/HSPB1/JPH1/GJA1/MYL9	16	go_cc
GO:0008023	GO:0008023	transcription elongation factor complex	7/842	39/7589	0.134705239483295	0.91049295586361	0.86821000125694	NELFE/ICE2/TTF2/ELP2/ELP4/ELL/ZC3H8	7	go_cc
GO:0030686	GO:0030686	90S preribosome	5/842	25/7589	0.136369092820692	0.91049295586361	0.86821000125694	MPHOSPH10/RRP7A/NOP14/PES1/SRFBP1	5	go_cc
GO:0005666	GO:0005666	RNA polymerase III complex	3/842	12/7589	0.140192894714163	0.91049295586361	0.86821000125694	POLR3C/POLR3D/POLR1D	3	go_cc
GO:0031010	GO:0031010	ISWI-type complex	3/842	12/7589	0.140192894714163	0.91049295586361	0.86821000125694	RBBP7/POLE3/CHRAC1	3	go_cc
GO:0043034	GO:0043034	costamere	3/842	12/7589	0.140192894714163	0.91049295586361	0.86821000125694	VCL/ANK3/DAG1	3	go_cc
GO:1990023	GO:1990023	mitotic spindle midzone	3/842	12/7589	0.140192894714163	0.91049295586361	0.86821000125694	RCC2/PRC1/AURKB	3	go_cc
GO:0044815	GO:0044815	DNA packaging complex	13/842	85/7589	0.143751259605601	0.91049295586361	0.86821000125694	BCL7B/BRD9/MORF4L1/NCAPD3/SMC2/SMC4/NCAPD2/NCAPG/NCAPH/ACD/NDC80/SPC25/SPC24	13	go_cc
GO:0045171	GO:0045171	intercellular bridge	8/842	47/7589	0.143850474056	0.91049295586361	0.86821000125694	HAUS3/SRA1/AAMP/PRC1/CEP131/KCTD1/CDCA8/PPP1R13L	8	go_cc
GO:0005815	GO:0005815	microtubule organizing center	60/842	473/7589	0.144607704754809	0.91049295586361	0.86821000125694	CDK6/CEP192/RANBP1/DIAPH1/PKN2/HAUS3/HAUS5/ORC2/SPOUT1/UXT/RTTN/KLHL4/HSF1/HAUS6/BCCIP/PHAX/TSEN2/MVB12A/ECPAS/RAD18/OBSL1/CENPU/PKD2/CEP78/CDK2/WRN/CAPG/KRT18/POC1A/ILRUN/KIF23/PCM1/TOPBP1/KIFC1/JADE1/CDK10/MCM3/KIF15/ARHGEF10/PCNA/HK2/CEP131/CDK1/AK6/AURKB/CKAP2/CD2AP/KCTD1/TOP2A/NDC80/RELB/WRAP73/KIF2C/CCNB2/SGO1/SSX2IP/PLK1/SPECC1/CCDC88A/PRKCQ	60	go_cc
GO:0000791	GO:0000791	euchromatin	7/842	40/7589	0.148631566755431	0.924415842015487	0.881486313748514	ALKBH1/DNMT3A/HSF1/ICE2/UHRF1/ELL/ZC3H8	7	go_cc
GO:0016591	GO:0016591	RNA polymerase II, holoenzyme	9/842	55/7589	0.15047555657582	0.924608841610457	0.881670350513997	TADA3/GTF2E1/MNAT1/CDK7/TAF6/GTF2E2/CCNH/RPAP2/RECQL5	9	go_cc
GO:0030018	GO:0030018	Z disc	10/842	63/7589	0.155302687775973	0.930934638533775	0.887702379778336	CSRP2/PDLIM5/ANK3/FHL3/OBSL1/CSRP1/FLNA/HSPB1/JPH1/MYL9	10	go_cc
GO:0090575	GO:0090575	RNA polymerase II transcription regulator complex	17/842	118/7589	0.156649757066129	0.930934638533775	0.887702379778336	TADA3/CEBPZ/CEBPB/GTF2E1/MNAT1/CDK7/TAF6/STAT2/TEAD1/GTF2E2/CCNH/STAT1/LMO4/ING2/STAT3/E2F4/TCF7L1	17	go_cc
GO:0070160	GO:0070160	tight junction	11/842	71/7589	0.158806497161644	0.930934638533775	0.887702379778336	SHROOM2/VASP/RAB13/ANK3/MAGI1/SH3BP1/CDK4/AFDN/YBX3/LSR/GJA1	11	go_cc
GO:1902911	GO:1902911	protein kinase complex	11/842	71/7589	0.158806497161644	0.930934638533775	0.887702379778336	CDK6/MNAT1/CDK7/BCCIP/PHKG2/CCNH/CDK2/CDK4/PCNA/CDK1/CCNB2	11	go_cc
GO:0030016	GO:0030016	myofibril	15/842	103/7589	0.164834076676444	0.951905311921152	0.907699182884566	CSRP2/MTM1/PDLIM5/VCL/TPM1/ANK3/FHL3/OBSL1/CSRP1/CALD1/DAG1/FLNA/HSPB1/JPH1/MYL9	15	go_cc
GO:0005911	GO:0005911	cell-cell junction	35/842	267/7589	0.16611680933526	0.951905311921152	0.907699182884566	ITGA5/LAMA1/FAT1/SHROOM2/PKN2/VASP/RAB13/ADD3/KIRREL1/PDLIM5/VCL/ANK3/OBSL1/PKD2/PTPN6/PTPRK/KRT18/IQGAP1/MAGI1/SH3BP1/DAG1/IQGAP3/CDK4/TLN1/AFDN/FLNA/CRB2/YBX3/SH3KBP1/LIMD1/CD2AP/SSX2IP/LSR/GJA1/STX3	35	go_cc
GO:0098636	GO:0098636	protein complex involved in cell adhesion	3/842	13/7589	0.16800330689017	0.952018739044295	0.907807342494251	ITGA5/ITGAV/LGALS1	3	go_cc
GO:0035580	GO:0035580	specific granule lumen	5/842	27/7589	0.173272805036851	0.960534027921676	0.91592718451974	NFKB1/VCL/PTPN6/RAB27A/DOCK2	5	go_cc
