ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	group
GO:0032040	GO:0032040	small-subunit processome	27/1881	35/7409	1.87744128744203e-10	7.81304412697029e-09	6.44562838765523e-09	FBL/XRCC5/FCF1/UTP11/RRP9/UTP23/MPHOSPH10/EMG1/UTP18/PDCD11/IMP3/NGDN/WDR46/HEATR1/NOL10/TBL3/NOL6/IMP4/UTP20/NOC4L/NOP14/DCAF13/UTP4/WDR36/UTP6/UTP14A/WDR3	27	go_cc
GO:0032993	GO:0032993	protein-DNA complex	49/1881	85/7409	2.22318863482585e-10	8.5910360817199e-09	7.08745850500873e-09	MPHOSPH8/XRCC5/XRCC6/MEAF6/KDM5A/H1-2/ERCC3/GTF2B/EP400/TOP1/ING3/SHPRH/SUZ12/MRGBP/RPA2/ORC3/TBP/GINS1/EPC2/PCNA/PRIM2/KAT6A/VPS72/ACTL6A/PARP1/RPA1/RPA3/H1-3/POLA1/MORF4L1/KAT6B/HMGA2/POLD1/POLD2/BRD8/EP300/MCM3/GTF2E1/MCM7/MCM4/POLA2/MCM2/MCM5/MCM6/NFYB/POLD3/SOX12/ATF6B/PRIM1	49	go_cc
GO:0070603	GO:0070603	SWI/SNF superfamily-type complex	43/1881	74/7409	2.02390874897995e-09	7.29956422132101e-08	6.02201620749121e-08	MTA1/INO80E/RB1/HDAC2/DEK/ACTR8/MTA2/EP400/ACTR6/SF3B1/ING3/PBRM1/MBD3/DPF2/BAZ1B/RSF1/BAZ1A/ARID1A/CHD4/SMARCE1/NFRKB/SMARCD1/INO80/SMARCA5/BPTF/BRD9/BCL7B/SMARCD2/SMARCA1/GATAD2A/ACTL6A/MYBBP1A/DDX21/ANP32E/RBBP4/RBBP7/POLE3/BRD8/SMARCC1/MTA3/HDAC1/CECR2/CHRAC1	43	go_cc
GO:0016591	GO:0016591	RNA polymerase II, holoenzyme	35/1881	55/7409	2.20506522747318e-09	7.45587680039368e-08	6.15097142400413e-08	MYO6/ERCC2/GTF2H4/MNAT1/WDR61/ERCC3/GTF2B/TAF9/POLR2M/TAF12/CDK7/TCEA1/POLR2B/PAF1/CDC73/POLR2A/POLR2E/CTR9/LEO1/POLR2G/TBP/POLR2C/GTF2E2/TAF3/POLR2I/TAF4/TAF5L/RPAP2/TAF6/CCNH/TAF5/GTF2E1/TAF10/TAF2/TAF8	35	go_cc
GO:0005657	GO:0005657	replication fork	30/1881	44/7409	2.73036802403385e-09	8.68899471177831e-08	7.168272707061e-08	SMARCAD1/NBN/BAZ1B/MRE11/RPA2/SMARCAL1/RFC5/SMARCA5/RFC4/WDHD1/DNMT1/RFC3/PCNA/PRIM2/RPA1/RFC2/RPA3/POLA1/UHRF1/RFC1/BLM/POLD1/POLD2/TP53/MCM3/MMS22L/POLA2/POLD3/XRCC3/PRIM1	30	go_cc
GO:0000793	GO:0000793	condensed chromosome	75/1881	161/7409	3.41460140572633e-09	1.02627742249886e-07	8.46661401185945e-08	ZW10/MAD1L1/PPP1R12A/MEAF6/RCC1/PHF6/CTCF/AKAP8/HUS1/RANGAP1/NUP160/STAG1/CBX3/SMC3/SEH1L/NUP133/NUP107/NUP43/SMC6/BAZ1B/SMC1A/BRD4/TPR/UBE2I/KANSL1/LRWD1/SIN3A/BRCA2/NUP98/PINX1/NUP85/CENPC/WAPL/AHCTF1/NUP37/SMARCA5/SMC5/ERCC6L/RRS1/KAT8/SPDL1/NSMCE4A/NCAPD3/DSN1/NOL6/STAG2/RAD21/ORC2/HSPA2/KIF22/NIFK/MKI67/SMC2/RIF1/CDK2/TOPBP1/CHMP2A/BLM/NSL1/ZWILCH/PLK1/AURKB/FANCD2/NCAPD2/SPOUT1/CENPU/KIF2C/NSMCE2/TOP2A/NCAPG/MAD2L1/SGO1/TTK/SPC24/NDC80	75	go_cc
GO:0000775	GO:0000775	chromosome, centromeric region	72/1881	153/7409	4.08955386842695e-09	1.16444665411525e-07	9.60648664937965e-08	UHRF2/ZW10/MAD1L1/ZNF618/PPP1R12A/MEAF6/PHF6/CTCF/RANGAP1/NUP160/STAG1/CBX3/SMC3/SEH1L/NUP133/NUP107/NUP43/SMC6/SMC1A/PDS5A/TPR/KANSL1/KDM4A/LRWD1/SIN3A/KAT7/NUP98/PINX1/NUP85/CENPC/WAPL/AHCTF1/NUP37/CBX1/SMC5/ERCC6L/KAT8/DNMT1/SPDL1/NGDN/NCAPD3/DSN1/STAG2/RAD21/ORC2/KIF22/OIP5/CHMP2A/SMC4/DNMT3A/RCC2/NSL1/ZWILCH/PLK1/DSCC1/CDCA8/AURKB/NCAPD2/ZNF330/SPOUT1/HELLS/CENPU/KIF2C/TOP2A/NCAPG/MAD2L1/SGO1/CDCA5/TTK/SPC24/NDC80/ESCO2	72	go_cc
GO:1904949	GO:1904949	ATPase complex	43/1881	76/7409	6.25632606719527e-09	1.69233620117632e-07	1.39614855394252e-07	MTA1/INO80E/RB1/HDAC2/DEK/ACTR8/MTA2/EP400/ACTR6/SF3B1/ING3/PBRM1/MBD3/DPF2/BAZ1B/RSF1/BAZ1A/ARID1A/CHD4/SMARCE1/NFRKB/SMARCD1/INO80/SMARCA5/BPTF/BRD9/BCL7B/SMARCD2/SMARCA1/GATAD2A/ACTL6A/MYBBP1A/DDX21/ANP32E/RBBP4/RBBP7/POLE3/BRD8/SMARCC1/MTA3/HDAC1/CECR2/CHRAC1	43	go_cc
GO:0005643	GO:0005643	nuclear pore	38/1881	64/7409	7.67955841959172e-09	1.97840052619006e-07	1.63214675183303e-07	GLE1/RANBP1/MAD1L1/ENY2/NUP205/RANBP3/NUP93/IPO5/NUP188/RANGAP1/NUP88/NUP160/POM121C/MCM3AP/NUP155/SEH1L/NUP133/NUP107/NUP43/SUMO1/NUP54/TPR/XPO4/CETN2/NUP214/NUP98/NUP85/NUP37/RANBP2/NDC1/NUP153/SNUPN/AAAS/NUP62/MVP/CHMP2A/MAD2L1/NUP58	38	go_cc
GO:0030687	GO:0030687	preribosome, large subunit precursor	19/1881	23/7409	1.3515308412418e-08	3.32353720505369e-07	2.7418616109403e-07	RRP1/LAS1L/RRP1B/MAK16/WDR74/RRS1/WDR12/PES1/MRTO4/NSA2/BOP1/NOC2L/RPF1/FTSJ3/EBNA1BP2/MDN1/NIP7/ZNF622/RRP15	19	go_cc
GO:0030894	GO:0030894	replisome	12/1881	12/7409	6.9847616674028e-08	1.64293741828909e-06	1.35539539907496e-06	RPA2/PCNA/PRIM2/RPA1/RPA3/POLA1/POLD1/POLD2/MCM3/POLA2/POLD3/PRIM1	12	go_cc
GO:0000792	GO:0000792	heterochromatin	32/1881	54/7409	1.26063873803174e-07	2.84168982197987e-06	2.34434572335726e-06	RING1/MPHOSPH8/UHRF2/ZNF618/SMARCAD1/CBX3/RNF2/SUZ12/MBD3/HMGA1/RRP1B/KDM4A/LRWD1/CENPC/CBX1/DNMT1/NCAPD3/TASOR/ORC2/BAZ2A/UHRF1/SIRT1/HMGA2/BEND3/CBX2/NOP53/DNMT3A/SALL1/HELLS/HDAC1/SALL4/ESCO2	32	go_cc
GO:0043596	GO:0043596	nuclear replication fork	18/1881	23/7409	1.55736350775444e-07	3.2657762422331e-06	2.69420979999384e-06	SMARCAD1/BAZ1B/RPA2/SMARCAL1/SMARCA5/WDHD1/PCNA/PRIM2/RPA1/RPA3/POLA1/POLD1/POLD2/MCM3/MMS22L/POLA2/POLD3/PRIM1	18	go_cc
GO:0034708	GO:0034708	methyltransferase complex	39/1881	72/7409	1.56950429386434e-07	3.2657762422331e-06	2.69420979999384e-06	SENP3/CHD8/TRMT61A/HDAC2/TEX10/TAF9/HCFC1/SNRPD1/VIRMA/LAS1L/RNF2/SUZ12/METTL14/KMT2B/TRMT6/KANSL1/METTL3/KMT2A/WDR5/KMT2D/CLNS1A/KAT8/PHF20/NCOA6/SETD1B/EED/SNRPD3/TAF4/MGA/WTAP/TAF6/RBBP4/RBBP7/JARID2/SNRPF/UTY/AEBP2/PAXIP1/WDR4	39	go_cc
GO:0008023	GO:0008023	transcription elongation factor complex	25/1881	38/7409	1.73600176646339e-07	3.36318195974083e-06	2.77456785860514e-06	NELFB/NELFCD/WDR61/CDK13/NELFA/SUPT4H1/SSRP1/NELFE/PAF1/CDK9/SUPT16H/CCNK/CDC73/TTF2/CTR9/LEO1/SUPT5H/SUPT6H/ELOA/CCNT2/ELP2/ELP4/ICE2/NUFIP1/ZC3H8	25	go_cc
GO:0000118	GO:0000118	histone deacetylase complex	33/1881	57/7409	1.74064870374757e-07	3.36318195974083e-06	2.77456785860514e-06	SUDS3/MTA1/HDAC2/DNTTIP1/MTA2/EP400/ACTR6/ING3/MIDEAS/MBD3/HDAC3/CHD4/SIN3A/SINHCAF/BRMS1L/KDM3A/KDM3B/SAP30/GATAD2A/RCOR1/ING2/RCOR2/MORF4L1/ANP32E/RBBP4/RBBP7/TBL1X/BRD8/BRMS1/MTA3/PHF12/HDAC7/HDAC1	33	go_cc
GO:0000123	GO:0000123	histone acetyltransferase complex	41/1881	78/7409	2.27199269971359e-07	4.23844155360363e-06	3.49664212224524e-06	ENY2/MEAF6/ATXN7L3/EP400/TAF9/YEATS2/HCFC1/TAF12/ING3/BRPF1/BRD1/KANSL3/MRGBP/KANSL1/KAT7/KANSL2/SUPT7L/WDR5/KAT8/PHF20/CREBBP/EPC2/KAT6A/VPS72/ACTL6A/TAF4/JADE3/KAT14/TAF5L/MORF4L1/JADE1/KAT6B/TAF6/POLE3/BRD8/EP300/TAF5/MBIP/TAF10/TAF2/ING5	41	go_cc
GO:0043601	GO:0043601	nuclear replisome	11/1881	11/7409	2.76327630029123e-07	4.98310826152518e-06	4.110979478328e-06	RPA2/PRIM2/RPA1/RPA3/POLA1/POLD1/POLD2/MCM3/POLA2/POLD3/PRIM1	11	go_cc
GO:0005684	GO:0005684	U2-type spliceosomal complex	41/1881	79/7409	3.5768097418263e-07	6.24210990428396e-06	5.14963439909797e-06	PRPF3/PRPF39/CWC15/SNRNP200/RBM22/SNRPA1/CRNKL1/SNIP1/CDC5L/SF3A1/BUD13/SNRPD1/SF3B1/PRPF4/MFAP1/XAB2/DHX16/HTATSF1/SF3B3/TFIP11/PLRG1/AQR/CCDC12/ISY1/CWC22/DHX8/SNRPB2/CWC27/GCFC2/IK/SNRPD3/YJU2/CDC40/SF3A3/WBP4/SNRPC/SYF2/PPIE/SNRPF/CASC3/SF3B5	41	go_cc
GO:0005681	GO:0005681	spliceosomal complex	71/1881	165/7409	4.52348117244304e-07	7.64751035716151e-06	6.30906584577581e-06	DDX39B/PRPF3/DDX5/PRPF39/USP39/PPIL2/AKAP17A/CWC15/SNRNP200/RBM22/PDCD7/SNRPA1/CRNKL1/RBM17/SNIP1/CDC5L/SF3A1/SMNDC1/CACTIN/CTNNBL1/SF1/BUD13/SNRPD1/SF3B1/FRG1/DHX38/PRPF4/MFAP1/XAB2/AAR2/DHX16/HTATSF1/SF3B3/TFIP11/C9orf78/PLRG1/AQR/SNRNP35/CCDC12/ISY1/MTREX/TTF2/PPWD1/CWF19L1/CWC22/WAC/ZCCHC8/RBM3/DHX8/CLNS1A/NCL/SNRPB2/RBM28/CWC27/HNRNPF/SUGP1/GCFC2/IK/SNRPD3/YJU2/CDC40/CWF19L2/SF3A3/WBP4/SNRPC/SYF2/PPIE/SNRPF/RBM41/CASC3/SF3B5	71	go_cc
GO:0005669	GO:0005669	transcription factor TFIID complex	17/1881	22/7409	4.85526486656153e-07	7.95969179639329e-06	6.56661021825227e-06	ERCC2/GTF2H4/ERCC3/GTF2B/TAF9/TAF12/TCEA1/TBP/GTF2E2/TAF3/TAF4/TAF6/TAF5/GTF2E1/TAF10/TAF2/TAF8	17	go_cc
GO:0035097	GO:0035097	histone methyltransferase complex	28/1881	48/7409	1.21521083319576e-06	1.93361488458502e-05	1.59519935998453e-05	SENP3/CHD8/HDAC2/TEX10/TAF9/HCFC1/LAS1L/RNF2/SUZ12/KMT2B/KANSL1/KMT2A/WDR5/KMT2D/KAT8/PHF20/NCOA6/SETD1B/EED/TAF4/MGA/TAF6/RBBP4/RBBP7/JARID2/UTY/AEBP2/PAXIP1	28	go_cc
GO:0031248	GO:0031248	protein acetyltransferase complex	42/1881	85/7409	1.43709790506382e-06	2.15963879622091e-05	1.78166523902649e-05	ENY2/NAA50/MEAF6/ATXN7L3/EP400/TAF9/YEATS2/HCFC1/TAF12/ING3/BRPF1/BRD1/KANSL3/MRGBP/KANSL1/KAT7/KANSL2/SUPT7L/WDR5/KAT8/PHF20/CREBBP/EPC2/KAT6A/VPS72/ACTL6A/TAF4/JADE3/KAT14/TAF5L/MORF4L1/JADE1/KAT6B/TAF6/POLE3/BRD8/EP300/TAF5/MBIP/TAF10/TAF2/ING5	42	go_cc
GO:1902493	GO:1902493	acetyltransferase complex	42/1881	85/7409	1.43709790506382e-06	2.15963879622091e-05	1.78166523902649e-05	ENY2/NAA50/MEAF6/ATXN7L3/EP400/TAF9/YEATS2/HCFC1/TAF12/ING3/BRPF1/BRD1/KANSL3/MRGBP/KANSL1/KAT7/KANSL2/SUPT7L/WDR5/KAT8/PHF20/CREBBP/EPC2/KAT6A/VPS72/ACTL6A/TAF4/JADE3/KAT14/TAF5L/MORF4L1/JADE1/KAT6B/TAF6/POLE3/BRD8/EP300/TAF5/MBIP/TAF10/TAF2/ING5	42	go_cc
GO:0031010	GO:0031010	ISWI-type complex	11/1881	12/7409	2.54760777693516e-06	3.72501569546466e-05	3.07307453035707e-05	BAZ1B/RSF1/BAZ1A/SMARCA5/BPTF/SMARCA1/RBBP4/RBBP7/POLE3/CECR2/CHRAC1	11	go_cc
GO:0000791	GO:0000791	euchromatin	24/1881	40/7409	3.54148795557175e-06	5.04196048411662e-05	4.15953156000671e-05	EXOSC5/WDR61/CREB1/H1-2/EXOSC4/CBX3/RNF2/ALKBH1/SETD5/RRP1B/PAF1/TRIM24/CTR9/EXOSC10/TBP/SUPT6H/H1-3/EXOSC3/UHRF1/SIRT1/CBX2/DNMT3A/ICE2/ZC3H8	24	go_cc
GO:0000307	GO:0000307	cyclin-dependent protein kinase holoenzyme complex	17/1881	24/7409	3.71529936859011e-06	5.05683853307548e-05	4.17180569709894e-05	MNAT1/CDK13/CDK7/CDK9/CCNK/CCNT2/PCNA/CDK6/BCCIP/CCNL2/CCNH/CDK2/CDK4/CCNB2/CDK1/CCNA2/CCNJ	17	go_cc
GO:0030688	GO:0030688	preribosome, small subunit precursor	12/1881	14/7409	3.73888246438113e-06	5.05683853307548e-05	4.17180569709894e-05	RRP1/RRP1B/NOP9/RIOK2/BYSL/UTP20/NOC4L/FTSJ3/NOP14/TSR1/LTV1/NOB1	12	go_cc
