ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	group
GO:0032040	GO:0032040	small-subunit processome	27/1867	35/7482	1.22812944319117e-10	6.28578978651478e-09	5.26509081865686e-09	FBL/FCF1/UTP11/IMP3/IMP4/NOL6/NOC4L/EMG1/WDR36/TBL3/UTP23/HEATR1/UTP4/PDCD11/UTP20/DCAF13/NOL10/UTP6/WDR46/MPHOSPH10/RRP9/UTP14A/WDR3/NOP14/NGDN/UTP18/UTP3	27	go_cc
GO:0005667	GO:0005667	transcription regulator complex	98/1867	229/7482	1.55598375000569e-09	7.30015709377668e-08	6.11474315791709e-08	SIN3A/RFX5/TRIP4/GTF3C3/MED24/MTA1/TAF6L/CBX3/CREB1/GTF2H1/EYA3/MED14/KDM1A/GTF3C1/YY1/MBD3/PYGO2/MTA2/CHD4/TCEA1/RB1/RCOR2/MNAT1/GEMIN5/POU3F2/TLE1/DDX20/MED15/MED4/IVNS1ABP/LIN9/MED1/RLIM/AATF/TAF3/POU2F1/ING2/MIER1/CDK7/PARP1/TAF4/GATAD2A/NAA16/ATF7IP/NCOR2/CREBBP/TCF3/LMO4/NFYB/RBBP4/SRA1/TBP/MIDEAS/PBX2/TAF6/RBBP7/CEBPZ/TAF10/TAF1/NFATC4/MED26/RCOR1/PBXIP1/HDAC1/STAT3/RBPJ/HMGA1/STAT2/GTF2E1/ETV3/SKI/STAT1/TCF12/EP300/DEPDC1/CCNH/N4BP2L2/HYAL2/GTF2E2/LIMD1/MED8/SNAPC4/MTA3/CDK2/BCL9L/ARNT/TCF4/GPS2/NFATC3/SIX4/TEAD1/ABT1/CDK4/TAF5/RIOX2/E2F4/ATF6B/PDLIM1	98	go_cc
GO:0005657	GO:0005657	replication fork	30/1867	44/7482	1.75214828537641e-09	7.5881498820532e-08	6.35597110808607e-08	MRE11/SMARCA5/RPA2/RFC5/RTF2/RFC4/RFC2/SMARCAL1/RPA3/RFC3/RPA1/DNMT1/TONSL/POLD3/RFC1/POLD1/UHRF1/POLD2/PCNA/BLM/WRN/TIMELESS/MCM3/POLA1/WDHD1/CHEK1/POLA2/PRIM1/XRCC3/PRIM2	30	go_cc
GO:0030687	GO:0030687	preribosome, large subunit precursor	19/1867	23/7482	9.93679973640944e-09	3.99601303685608e-07	3.34713254279055e-07	RRP1B/MRTO4/RRP1/BOP1/MAK16/WDR12/RRS1/NSA2/EBNA1BP2/NOC2L/RPF1/PES1/MDN1/NIP7/RRP15/FTSJ3/WDR74/ZNF622/PPAN	19	go_cc
GO:0030880	GO:0030880	RNA polymerase complex	41/1867	75/7482	3.16458793500449e-08	1.18366137820352e-06	9.91456104394087e-07	POLR3H/POLR3E/POLRMT/TAF6L/POLR1E/GTF2H1/POLR3A/POLR2C/PAF1/POLR2A/POLR1A/TCEA1/POLR2M/POLR2G/LEO1/MNAT1/POLR3B/TAF3/CDK7/CTR9/POLR2E/CDC73/TAF4/TBP/POLR3C/TAF6/POLR3D/TAF10/TAF1/RECQL5/GTF2E1/CCNH/GTF2E2/TENT2/RPAP2/MCM3/POLA1/TAF5/POLA2/PRIM1/PRIM2	41	go_cc
GO:0016607	GO:0016607	nuclear speck	114/1867	291/7482	3.36386892562279e-08	1.18366137820352e-06	9.91456104394087e-07	SURF2/PRPF4/SLU7/PRPF40A/PRPF3/VIRMA/SF3B1/PLRG1/RBM25/WAC/STK19/THOC2/TFIP11/CDK12/SNW1/SON/DDX46/THOC1/SMC6/HECTD1/DDX42/NUP43/CHTOP/ZC3H14/FNBP4/POLDIP3/SMNDC1/CWC25/PIAS1/SRPK1/CACTIN/PPP4R3A/DGKZ/SRRM2/RBBP6/SRSF6/AKAP17A/TRIP12/YTHDC1/SMC5/ALYREF/THOC3/SNRPB2/MTREX/PABPN1/SUMO1/CD2BP2/THOC6/RBM19/SF3A3/SRSF5/CTR9/GPATCH2/SRSF2/RSRC1/DUSP11/BRD2/GATAD2A/CDK13/THOC7/CWC22/IK/EHMT2/BAZ2A/CRY2/ERBIN/SYF2/VPS72/CDC40/WTAP/LMNA/MBD4/RBM27/MAPK14/NOC3L/CDYL/CCNL2/PPIE/FAM193B/AK6/NFATC4/SAP18/PARN/MORF4L1/INPPL1/NSL1/TUT1/WBP4/PNISR/ZNF106/HAUS6/TCF12/CARMIL1/TOE1/SMC4/GTF2E2/MAML1/CLK2/DOCK1/KIF22/PIAS3/JADE1/FOXO4/UNC45A/WRN/RBM8A/PRPF18/HNRNPU/DDX39B/OIP5/NSRP1/PPIH/AFDN/SDE2	114	go_cc
GO:0005681	GO:0005681	spliceosomal complex	74/1867	168/7482	3.81162257715158e-08	1.2611372683979e-06	1.05635130642659e-06	PRPF4/SLU7/SF3B3/PRPF40A/PRPF3/HTATSF1/SF3B1/PLRG1/WAC/RBM22/USP39/TFIP11/SNW1/SNRPD2/XAB2/SNRPC/HNRNPC/SUGP1/HNRNPH3/WBP11/DHX16/PRPF38A/SMNDC1/YBX1/RBM17/CWC25/AQR/RBM3/CACTIN/SRRM2/ISY1/AKAP17A/MFAP1/BUD13/ALYREF/SNRPB2/PPWD1/SF1/SNRNP35/MTREX/IVNS1ABP/ZCCHC8/C9orf78/FRG1/DHX8/DHX38/SF3A3/CLNS1A/SRSF2/HNRNPF/GPKOW/CWC22/IK/RBM28/SYF2/CDC40/SNRPF/NCL/CCDC12/PPIE/YJU2/GCFC2/CWF19L1/WBP4/CWC27/TTF2/RBM41/CWF19L2/RBM8A/PRPF18/LSM8/HNRNPU/DDX39B/PPIH	74	go_cc
GO:0032039	GO:0032039	integrator complex	14/1867	15/7482	4.03205520979792e-08	1.2611372683979e-06	1.05635130642659e-06	INTS10/INTS4/NIPBL/INTS14/INTS3/INTS1/INTS11/INTS13/INTS2/INTS7/INTS6/INTS8/INTS12/INTS9	14	go_cc
GO:0000428	GO:0000428	DNA-directed RNA polymerase complex	40/1867	73/7482	4.26922986130884e-08	1.26504021679836e-06	1.05962048635255e-06	POLR3H/POLR3E/POLRMT/TAF6L/POLR1E/GTF2H1/POLR3A/POLR2C/PAF1/POLR2A/POLR1A/TCEA1/POLR2M/POLR2G/LEO1/MNAT1/POLR3B/TAF3/CDK7/CTR9/POLR2E/CDC73/TAF4/TBP/POLR3C/TAF6/POLR3D/TAF10/TAF1/RECQL5/GTF2E1/CCNH/GTF2E2/RPAP2/MCM3/POLA1/TAF5/POLA2/PRIM1/PRIM2	40	go_cc
GO:0030894	GO:0030894	replisome	12/1867	12/7482	5.67502826876256e-08	1.59752045765666e-06	1.33811192863454e-06	RPA2/RPA3/RPA1/POLD3/POLD1/POLD2/PCNA/MCM3/POLA1/POLA2/PRIM1/PRIM2	12	go_cc
GO:0055029	GO:0055029	nuclear DNA-directed RNA polymerase complex	39/1867	72/7482	9.56522845030617e-08	2.56439219882018e-06	2.14798112568279e-06	POLR3H/POLR3E/TAF6L/POLR1E/GTF2H1/POLR3A/POLR2C/PAF1/POLR2A/POLR1A/TCEA1/POLR2M/POLR2G/LEO1/MNAT1/POLR3B/TAF3/CDK7/CTR9/POLR2E/CDC73/TAF4/TBP/POLR3C/TAF6/POLR3D/TAF10/TAF1/RECQL5/GTF2E1/CCNH/GTF2E2/RPAP2/MCM3/POLA1/TAF5/POLA2/PRIM1/PRIM2	39	go_cc
GO:0030688	GO:0030688	preribosome, small subunit precursor	13/1867	14/7482	1.51820528943256e-07	3.88522535432061e-06	3.2543347830899e-06	NOP9/RIOK1/RRP1B/RRP1/NOC4L/UTP20/FTSJ3/BYSL/RIOK2/TSR1/NOP14/LTV1/NOB1	13	go_cc
GO:0043601	GO:0043601	nuclear replisome	11/1867	11/7482	2.28438233814252e-07	5.59177067988799e-06	4.68376790612288e-06	RPA2/RPA3/RPA1/POLD3/POLD1/POLD2/MCM3/POLA1/POLA2/PRIM1/PRIM2	11	go_cc
GO:0043596	GO:0043596	nuclear replication fork	17/1867	23/7482	1.0922206190005e-06	2.56216753540533e-05	2.14611770750975e-05	SMARCA5/RPA2/SMARCAL1/RPA3/RPA1/TONSL/POLD3/POLD1/POLD2/PCNA/TIMELESS/MCM3/POLA1/WDHD1/POLA2/PRIM1/PRIM2	17	go_cc
GO:0032993	GO:0032993	protein-DNA complex	42/1867	86/7482	1.30748074472916e-06	2.94444663713008e-05	2.46632157321543e-05	NPM1/KAT6B/H1-2/SUZ12/MEAF6/RPA2/BRD8/TOP1/SHPRH/ING3/ORC3/ACTL6A/MPHOSPH8/MRGBP/PARP1/MBTD1/H1-3/NFYB/TBP/RPA3/VPS72/RPA1/CTC1/MORF4L1/POLD3/GTF2E1/GINS1/EP300/POLD1/POLD2/PCNA/MCM7/MCM3/POLA1/MCM4/MCM5/MCM2/POLA2/ATF6B/PRIM1/MCM6/PRIM2	42	go_cc
GO:0044815	GO:0044815	DNA packaging complex	41/1867	84/7482	1.77815146066941e-06	3.85038181675722e-05	3.22514920801577e-05	SMARCE1/KAT6B/BICRA/H1-2/PBRM1/BCL7B/BICRAL/MEAF6/DPF2/SMARCD1/BRD9/PHF10/BRD8/SHPRH/RB1/ING3/SMC3/SMC1A/ACTL6A/MPHOSPH8/ARID2/MRGBP/BCL7C/MBTD1/H1-3/SMARCD2/RAD21/VPS72/CTC1/MORF4L1/STAG2/NCAPD3/SMARCC1/SMC2/SMC4/SGO2/NCAPD2/SPC24/NUF2/NCAPG/NDC80	41	go_cc
GO:0000307	GO:0000307	cyclin-dependent protein kinase holoenzyme complex	17/1867	24/7482	2.87297541984262e-06	5.9153182608831e-05	4.95477719150346e-05	CDK12/CDK9/MNAT1/CDK7/CDK13/CCNT2/CCNT1/CCNL2/CCNJ/BCCIP/CCNB1/CDK6/CCNH/CDK2/PCNA/CDK1/CDK4	17	go_cc
GO:0000779	GO:0000779	condensed chromosome, centromeric region	53/1867	120/7482	2.94189895745518e-06	5.9153182608831e-05	4.95477719150346e-05	SIN3A/NUP98/NUP133/CBX3/MEAF6/CFDP1/SEH1L/AHCTF1/NUP43/TPR/RANGAP1/LRWD1/ZW10/PHF6/SMC1A/PPP1R12A/NUP107/FBXO28/CENPC/NUP37/KANSL1/KAT8/PINX1/SPDL1/CHMP2A/ORC2/ERCC6L/NSL1/NCAPD3/CCNB1/DSN1/SPOUT1/SGO2/CENPE/TTK/KIF22/BUB1B/CENPU/AURKB/NCAPD2/SPC24/CENPH/CENPO/ZWILCH/NUF2/MAD2L1/KIF2C/HNRNPU/NCAPG/PLK1/NDC80/CENPM/KNSTRN	53	go_cc
GO:0061695	GO:0061695	transferase complex, transferring phosphorus-containing groups	68/1867	166/7482	3.38977940487803e-06	6.58084760326321e-05	5.51223656401219e-05	POLR3H/POLR3E/POLRMT/TAF6L/POLR1E/CDK12/GTF2H1/POLR3A/POLR2C/CDK9/IKBKB/PAF1/POLR2A/POLR1A/TCEA1/POLR2M/POLR2G/LEO1/MNAT1/PIK3C2A/POLR3B/PHKA1/TAF3/SMCR8/CDK7/PHKG2/CTR9/POLR2E/CDC73/TAF4/CDK13/CCNT2/PFKP/TBP/POLR3C/TAF6/CCNT1/POLR3D/TAF10/CCNL2/TAF1/CCNJ/RECQL5/BCCIP/POLD3/GTF2E1/CCNB1/POLE3/CDK6/CCNH/POLD1/GTF2E2/TENT2/POLD2/CDK2/RPAP2/PCNA/POLE/PRPS2/MCM3/POLA1/CDK1/PHKB/CDK4/TAF5/POLA2/PRIM1/PRIM2	68	go_cc
GO:0090575	GO:0090575	RNA polymerase II transcription regulator complex	49/1867	110/7482	5.15769675382271e-06	9.67927757467395e-05	8.10753735337746e-05	RFX5/TRIP4/MED24/TAF6L/CBX3/CREB1/GTF2H1/MED14/PYGO2/CHD4/TCEA1/RB1/MNAT1/GEMIN5/TLE1/MED15/MED4/MED1/TAF3/POU2F1/ING2/CDK7/TAF4/TCF3/LMO4/NFYB/TBP/TAF6/CEBPZ/TAF10/TAF1/MED26/STAT3/HMGA1/STAT2/GTF2E1/STAT1/TCF12/CCNH/HYAL2/GTF2E2/MED8/BCL9L/ARNT/TCF4/TEAD1/TAF5/E2F4/ATF6B	49	go_cc
GO:0000776	GO:0000776	kinetochore	49/1867	112/7482	9.51416634588354e-06	0.000172789537184917	0.000144731630660639	SIN3A/NUP98/NUP133/MEAF6/CFDP1/SEH1L/AHCTF1/NUP43/TPR/RANGAP1/LRWD1/ZW10/PHF6/SMC1A/PPP1R12A/NUP107/FBXO28/CENPC/NUP37/KANSL1/KAT8/PINX1/SPDL1/CHMP2A/ORC2/ERCC6L/NSL1/CCNB1/DSN1/SPOUT1/SGO2/CENPE/TTK/KIF22/BUB1B/CENPU/AURKB/SPC24/CENPH/CENPO/ZWILCH/NUF2/MAD2L1/KIF2C/HNRNPU/PLK1/NDC80/CENPM/KNSTRN	49	go_cc
GO:0005684	GO:0005684	U2-type spliceosomal complex	38/1867	81/7482	1.37001220176829e-05	0.000241036521748608	0.000201896534997432	PRPF4/SF3B3/PRPF40A/PRPF3/HTATSF1/SF3B1/PLRG1/RBM22/TFIP11/SNW1/SNRPD2/XAB2/SNRPC/DHX16/PRPF38A/CWC25/AQR/SRRM2/ISY1/MFAP1/BUD13/SNRPB2/DHX8/SF3A3/CWC22/IK/SYF2/CDC40/SNRPF/CCDC12/PPIE/YJU2/GCFC2/WBP4/CWC27/RBM8A/PRPF18/LSM8	38	go_cc
GO:0019908	GO:0019908	nuclear cyclin-dependent protein kinase holoenzyme complex	9/1867	10/7482	2.86969628610766e-05	0.000489587578508671	0.00041008737996052	CDK12/CDK9/MNAT1/CDK7/CDK13/CCNT2/CCNT1/BCCIP/CCNH	9	go_cc
GO:0000791	GO:0000791	euchromatin	22/1867	40/7482	4.48656989160684e-05	0.000742923190874897	0.000622285854934942	PSIP1/CBX3/CREB1/H1-2/EXOSC4/TRIM24/PAF1/RRP1B/SETD5/SUPT6H/EXOSC10/SIRT1/CTR9/H1-3/TCF3/TBP/EXOSC3/ICE2/CBX2/UHRF1/DNMT3A/ZC3H8	22	go_cc
GO:0000792	GO:0000792	heterochromatin	26/1867	51/7482	5.37423103631252e-05	0.000864483449555415	0.000724106918576846	CBX3/SUZ12/UHRF2/LRWD1/MBD3/RRP1B/MPHOSPH8/SIRT1/CENPC/CBX1/BAZ2A/ORC2/TASOR/DNMT1/EZH2/HDAC1/HMGA1/NCAPD3/BEND3/CBX2/UHRF1/DNMT3A/NOP53/SALL1/HELLS/SALL4	26	go_cc
GO:0008023	GO:0008023	transcription elongation factor complex	21/1867	38/7482	6.07945755536051e-05	0.000950759612129991	0.000796373387368863	CDK12/CDK9/PAF1/LEO1/SUPT16H/SSRP1/SUPT5H/SUPT6H/ELOA/CTR9/CDC73/CDK13/CCNT2/NELFE/CCNT1/NUFIP1/ICE2/ELP2/TTF2/AFF1/ZC3H8	21	go_cc
GO:0000118	GO:0000118	histone deacetylase complex	28/1867	57/7482	6.6284881552763e-05	0.00100860508957312	0.000844825801867364	SIN3A/MTA1/TAF6L/CFDP1/BRD8/MBD3/BRMS1L/MTA2/CHD4/ING3/RCOR2/ING2/KDM3B/SUDS3/GATAD2A/ANP32E/RBBP4/MIDEAS/SAP30/RBBP7/KDM3A/RCOR1/SINHCAF/HDAC1/SAP18/MORF4L1/MTA3/BRMS1	28	go_cc
GO:0015030	GO:0015030	Cajal body	23/1867	44/7482	8.74139865174966e-05	0.0012951072212987	0.00108480515124206	PRPF4/PRPF3/SNRPC/DDX46/DDX42/FBL/SMNDC1/SRRM2/TGS1/FRG1/LSG1/NHP2/PHAX/COIL/GEMIN4/NOLC1/AK6/WRAP53/ICE2/TOE1/CDK2/ZC3H8/OIP5	23	go_cc
GO:0000794	GO:0000794	condensed nuclear chromosome	17/1867	29/7482	0.000115049239351085	0.00166083901935027	0.00139114869714672	RCC1/BRD4/SMC3/SMC1A/NOL6/HUS1/WAPL/RRS1/RAD21/BRCA2/NIFK/STAG2/HSPA2/TOPBP1/BLM/PLK1/CHEK1	17	go_cc
GO:0031010	GO:0031010	ISWI-type complex	9/1867	11/7482	0.000122614320020904	0.00172579655429422	0.00144555829919382	SMARCA5/SMARCA1/RSF1/BPTF/RBBP4/RBBP7/BAZ1A/POLE3/CECR2	9	go_cc
GO:0097346	GO:0097346	INO80-type complex	14/1867	22/7482	0.000137488512994429	0.00188795201989911	0.00158138263983323	ACTR5/CFDP1/ACTR8/MCRS1/BRD8/YY1/TFPT/INO80/ING3/ACTL6A/NFRKB/INO80C/INO80E/ANP32E	14	go_cc
