ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	group
GO:0042575	GO:0042575	DNA polymerase complex	10/1460	15/7531	8.41159412267977e-05	0.00184045679404233	0.00167169365301257	POLE3/POLD3/POLD1/POLD2/POLA1/MCM3/PRIM2/POLA2/PRIM1/CHRAC1	10	go_cc
GO:0061695	GO:0061695	transferase complex, transferring phosphorus-containing groups	53/1460	168/7531	0.000100215347848261	0.00209992260537062	0.00190736740062529	CCNT2/POLR1B/TAF3/POLR1A/TAF4/POLR3B/IRS1/PIK3C2A/POLR2G/CDK7/CDK13/POLR2E/CTR9/CDC73/MNAT1/TAF10/CCNL2/TBP/POLR3C/POLR3D/PFKP/TAF6/TAF1/BCCIP/GTF2E1/POLE3/RECQL5/PHKG2/CCNH/GTF2E2/POLD3/PHKB/PRPS2/RPAP2/CDK2/ATG14/PHKA1/TAF5/CDK6/POLD1/PCNA/POLD2/CDK4/CCNB2/POLA1/MCM3/PRIM2/POLA2/CCNB1/CDK1/POLR1D/PRIM1/CHRAC1	53	go_cc
GO:0030880	GO:0030880	RNA polymerase complex	29/1460	76/7531	0.000103652486919574	0.00209992260537062	0.00190736740062529	POLR1B/TAF3/POLR1A/TAF4/POLR3B/POLR2G/CDK7/POLR2E/CTR9/CDC73/MNAT1/TAF10/TBP/POLR3C/POLR3D/TAF6/TAF1/GTF2E1/RECQL5/CCNH/GTF2E2/RPAP2/TAF5/POLA1/MCM3/PRIM2/POLA2/POLR1D/PRIM1	29	go_cc
GO:0000795	GO:0000795	synaptonemal complex	9/1460	14/7531	0.000293849346105476	0.00554260663171364	0.00503436992238784	SMC3/MLH1/WAPL/RAD21/BRCA2/BLM/HSPA2/PLK1/RAD51	9	go_cc
GO:0099086	GO:0099086	synaptonemal structure	9/1460	14/7531	0.000293849346105476	0.00554260663171364	0.00503436992238784	SMC3/MLH1/WAPL/RAD21/BRCA2/BLM/HSPA2/PLK1/RAD51	9	go_cc
GO:1990391	GO:1990391	DNA repair complex	15/1460	32/7531	0.000383286100621596	0.00698858323466711	0.00634775577169802	MLH1/XRCC4/PMS2/XPC/ATM/CETN2/BRCA2/MSH6/XRCC1/RCOR1/PMS1/MSH2/FANCI/POLD1/FANCD2	15	go_cc
GO:0070603	GO:0070603	SWI/SNF superfamily-type complex	27/1460	74/7531	0.000416213082222449	0.00734414696695741	0.0066707156132087	DEK/BRD8/RB1/RSF1/INO80/INO80E/ARID2/SMARCA1/BICRAL/NFRKB/ANP32E/GATAD2A/RBBP4/BPTF/ING3/INO80C/CECR2/BRD9/RBBP7/BAZ1A/MYBBP1A/POLE3/DDX21/SMARCC1/HDAC1/MTA3/CHRAC1	27	go_cc
GO:0000118	GO:0000118	histone deacetylase complex	22/1460	57/7531	0.000574955687468714	0.00982814878266832	0.00892694356859318	BRD8/KDM3B/SUDS3/SAP30/ANP32E/GATAD2A/RBBP4/ING3/KDM3A/DNTTIP1/RBBP7/MIDEAS/SAP18/SINHCAF/RCOR1/MORF4L1/ING2/JMJD1C/HDAC1/MTA3/BRMS1/ZNF217	22	go_cc
GO:1904949	GO:1904949	ATPase complex	27/1460	76/7531	0.000675784288698815	0.0112016365429773	0.0101744875363905	DEK/BRD8/RB1/RSF1/INO80/INO80E/ARID2/SMARCA1/BICRAL/NFRKB/ANP32E/GATAD2A/RBBP4/BPTF/ING3/INO80C/CECR2/BRD9/RBBP7/BAZ1A/MYBBP1A/POLE3/DDX21/SMARCC1/HDAC1/MTA3/CHRAC1	27	go_cc
GO:0090575	GO:0090575	RNA polymerase II transcription regulator complex	37/1460	115/7531	0.000711755850575997	0.0114508955960315	0.0104008904480455	MED4/TCF3/TAF3/RB1/MED14/GEMIN5/MED1/TAF4/NFYB/CDK7/MED26/MNAT1/LMO4/TAF10/TBP/HMGA1/CEBPZ/TAF6/TAF1/TCF12/ARNT/GTF2E1/E2F4/CCNH/GTF2E2/ING2/STAT3/TCF4/STAT2/TAF5/TEAD1/ATF6B/STAT1/HYAL2/E2F8/CREBZF/NFYC	37	go_cc
GO:0035861	GO:0035861	site of double-strand break	19/1460	48/7531	0.000936344315208538	0.0146337240119734	0.0132918651662686	WDR70/XRCC4/SMC5/RPA2/PARP1/SMARCAL1/INTS3/WRAP53/RNF169/RPA3/LMNA/RNF168/RAD18/HELB/RIF1/TIMELESS/ESCO2/RFWD3/RAD51	19	go_cc
GO:0030312	GO:0030312	external encapsulating structure	46/1460	155/7531	0.00123639442436013	0.018278587841216	0.0166025083441816	MMP15/CCN2/PLOD3/MFAP1/ERBIN/MFGE8/ANXA6/OLFML2B/LGALS1/MMP14/SDC2/CDON/ANGPTL2/BMPER/CTSH/GPC4/LAMC1/FBLN1/SPARC/VCAN/SFRP1/SERPINH1/FGFBP3/ANXA11/GPC3/ANXA4/P3H1/LAMB1/LOXL2/LRIG1/NID1/ALPL/WNT5B/TGFBI/CSPG4/CLU/APOE/NID2/PXDN/HSPG2/COL4A2/FBLN2/TGM2/TFPI2/FGG/FN1	46	go_cc
GO:0031012	GO:0031012	extracellular matrix	46/1460	155/7531	0.00123639442436013	0.018278587841216	0.0166025083441816	MMP15/CCN2/PLOD3/MFAP1/ERBIN/MFGE8/ANXA6/OLFML2B/LGALS1/MMP14/SDC2/CDON/ANGPTL2/BMPER/CTSH/GPC4/LAMC1/FBLN1/SPARC/VCAN/SFRP1/SERPINH1/FGFBP3/ANXA11/GPC3/ANXA4/P3H1/LAMB1/LOXL2/LRIG1/NID1/ALPL/WNT5B/TGFBI/CSPG4/CLU/APOE/NID2/PXDN/HSPG2/COL4A2/FBLN2/TGM2/TFPI2/FGG/FN1	46	go_cc
GO:0062023	GO:0062023	collagen-containing extracellular matrix	38/1460	123/7531	0.0014272526082179	0.02021979969316	0.0183657181856471	CCN2/PLOD3/ERBIN/MFGE8/ANXA6/LGALS1/SDC2/CDON/ANGPTL2/CTSH/GPC4/LAMC1/FBLN1/SPARC/VCAN/SFRP1/SERPINH1/FGFBP3/ANXA11/GPC3/ANXA4/P3H1/LAMB1/LOXL2/NID1/WNT5B/TGFBI/CSPG4/CLU/APOE/NID2/PXDN/HSPG2/COL4A2/FBLN2/TGM2/FGG/FN1	38	go_cc
GO:0000779	GO:0000779	condensed chromosome, centromeric region	37/1460	119/7531	0.00144163105673353	0.02021979969316	0.0183657181856471	SEH1L/NUP43/CENPC/RANGAP1/HSF1/SMC1A/NUP37/KANSL1/FBXO28/ZW10/NUP107/NSL1/ORC2/PINX1/DSN1/SPDL1/NCAPD3/ERCC6L/PSEN2/SPOUT1/HNRNPU/BUB1B/ZWILCH/NCAPD2/KIF22/SPC24/CENPU/NCAPG/AURKB/CCNB1/ITGB3BP/MAD2L1/KIF2C/PLK1/SGO1/SPC25/NDC80	37	go_cc
GO:0016607	GO:0016607	nuclear speck	77/1460	292/7531	0.00182895933441011	0.0250110188980583	0.0227176001537256	TRIP12/PLRG1/NUP43/CHTOP/LUC7L2/HECTD1/RSRC1/DGKZ/THOC1/GLI3/AKAP17A/SRSF5/SF3A3/IK/CACTIN/CD2BP2/DUSP11/SMC5/MTREX/WTAP/THOC3/SRPK1/CWC25/SRSF2/VPS72/SYF2/COP1/THOC7/ERBIN/RBM19/GATAD2A/BRD2/CDK13/BAZ2A/PABPN1/THOC6/RBM27/NSL1/CTR9/CWC22/MAPK14/CDC40/EHMT2/CCNL2/FAM193B/NOC3L/CLK2/WBP4/SAP18/PNISR/PPIE/TUT1/PARN/MORF4L1/TCF12/LMNA/GPATCH2/INPPL1/HAUS6/GTF2E2/CDYL/ZNF106/PIAS3/NFATC4/DOCK1/CARMIL1/TOE1/UNC45A/WRN/SMC4/JADE1/HNRNPU/OIP5/NSRP1/KIF22/AFDN/ZNF217	77	go_cc
GO:0090734	GO:0090734	site of DNA damage	22/1460	63/7531	0.00264429697636122	0.035278791367551	0.0320438555286906	WDR70/XRCC4/CBX1/XPC/SMC5/RPA2/PARP1/SMARCAL1/INTS3/RPA1/WRAP53/RNF169/RPA3/LMNA/RNF168/RAD18/HELB/RIF1/TIMELESS/ESCO2/RFWD3/RAD51	22	go_cc
GO:0000776	GO:0000776	kinetochore	34/1460	111/7531	0.00289893318626467	0.0377551536401614	0.0342931444590708	SEH1L/NUP43/CENPC/RANGAP1/HSF1/SMC1A/NUP37/KANSL1/FBXO28/ZW10/NUP107/NSL1/ORC2/PINX1/DSN1/SPDL1/ERCC6L/PSEN2/SPOUT1/HNRNPU/BUB1B/ZWILCH/KIF22/SPC24/CENPU/AURKB/CCNB1/ITGB3BP/MAD2L1/KIF2C/PLK1/SGO1/SPC25/NDC80	34	go_cc
GO:0044815	GO:0044815	DNA packaging complex	27/1460	84/7531	0.00360984142843067	0.0459205409616645	0.0417097956969223	BRD8/SMC3/RB1/SHPRH/SMC1A/MPHOSPH8/ARID2/BICRAL/MBTD1/MRGBP/VPS72/H1-3/ING3/RAD21/BRD9/STAG2/MORF4L1/SMARCC1/NCAPD3/SMC2/SMC4/NCAPD2/SPC24/NCAPG/NCAPH/SPC25/NDC80	27	go_cc
GO:0019908	GO:0019908	nuclear cyclin-dependent protein kinase holoenzyme complex	6/1460	10/7531	0.00538524131082245	0.0654605999337751	0.059458102893759	CCNT2/CDK7/CDK13/MNAT1/BCCIP/CCNH	6	go_cc
GO:0045120	GO:0045120	pronucleus	6/1460	10/7531	0.00538524131082245	0.0654605999337751	0.059458102893759	CBX1/EZH2/SLC2A1/TBP/RIF1/AURKA	6	go_cc
GO:0000791	GO:0000791	euchromatin	15/1460	40/7531	0.00575703180923538	0.0684586173837337	0.0621812131340754	TCF3/EXOSC4/HSF1/EXOSC10/SUPT6H/RRP1B/H1-3/CTR9/TBP/EXOSC3/ICE2/CBX2/DNMT3A/ZC3H8/UHRF1	15	go_cc
GO:0034399	GO:0034399	nuclear periphery	29/1460	98/7531	0.00957938329439056	0.110448972199537	0.100321206346928	SMC3/THOC1/SMC1A/SRPK1/NUP107/PIAS4/MAEA/NUP153/LRIF1/NCOR2/RAD21/EBNA1BP2/CAD/PAXIP1/KIN/STAG2/SPARC/LMNA/BLM/DNMT3A/PCNA/NARF/KRT8/UHRF1/HNRNPU/KIF4A/HAT1/POLA1/SUV39H1	29	go_cc
GO:0070822	GO:0070822	Sin3-type complex	7/1460	14/7531	0.00969204874877105	0.110448972199537	0.100321206346928	SUDS3/RBBP4/SINHCAF/MORF4L1/ING2/HDAC1/BRMS1	7	go_cc
GO:0016580	GO:0016580	Sin3 complex	6/1460	11/7531	0.00991870173588805	0.110725098970016	0.100572013304815	SUDS3/RBBP4/SINHCAF/MORF4L1/ING2/HDAC1	6	go_cc
GO:0008023	GO:0008023	transcription elongation factor complex	14/1460	39/7531	0.0115747955890302	0.125072411687235	0.113603730042095	CCNT2/SUPT6H/SSRP1/NELFE/CDK13/SUPT16H/CTR9/CDC73/ICE2/TTF2/ELP2/ZC3H8/ELP4/AFF1	14	go_cc
GO:0005796	GO:0005796	Golgi lumen	11/1460	28/7531	0.0116612303401261	0.125072411687235	0.113603730042095	GOLIM4/MMP14/SDC2/GPC4/LRPAP1/VCAN/GPC3/SDC1/WNT5B/CSPG4/HSPG2	11	go_cc
GO:0016591	GO:0016591	RNA polymerase II, holoenzyme	18/1460	55/7531	0.0130490935827623	0.133506550910354	0.12126448961741	TAF3/TAF4/POLR2G/CDK7/POLR2E/CTR9/CDC73/MNAT1/TAF10/TBP/TAF6/TAF1/GTF2E1/RECQL5/CCNH/GTF2E2/RPAP2/TAF5	18	go_cc
GO:0000178	GO:0000178	exosome (RNase complex)	8/1460	18/7531	0.0134238762341307	0.133506550910354	0.12126448961741	EXOSC4/EXOSC10/ZFC3H1/EXOSC7/EXOSC6/EXOSC3/MPHOSPH6/DIS3L	8	go_cc
GO:0000803	GO:0000803	sex chromosome	8/1460	18/7531	0.0134238762341307	0.133506550910354	0.12126448961741	SUZ12/SMC5/LRIF1/SMARCC1/DNMT3A/CDK2/HNRNPU/ESCO2	8	go_cc
GO:0005721	GO:0005721	pericentric heterochromatin	8/1460	18/7531	0.0134238762341307	0.133506550910354	0.12126448961741	CENPC/CBX1/UHRF2/EZH2/DNMT1/NCAPD3/HELLS/ESCO2	8	go_cc
GO:0005669	GO:0005669	transcription factor TFIID complex	9/1460	22/7531	0.0164084423059338	0.160275320381175	0.145578661060165	TAF3/TAF4/TAF10/TBP/TAF6/TAF1/GTF2E1/GTF2E2/TAF5	9	go_cc
GO:0000922	GO:0000922	spindle pole	32/1460	115/7531	0.017217603418907	0.165228580177932	0.150077725091858	SMC3/HSF1/SMC1A/IK/ALMS1/ZW10/TUBGCP5/AAAS/RAD21/MAPK14/NUP62/UXT/STAG2/CDK5RAP2/BCCIP/SPDL1/SPOUT1/NEDD1/CKAP2/PRC1/HNRNPU/TOPBP1/KIF11/AURKB/CCNB1/PSRC1/MAD2L1/POC1A/PLK1/SGO1/AURKA/CDC20	32	go_cc
GO:0005814	GO:0005814	centriole	22/1460	73/7531	0.0179706137447156	0.169481477902749	0.15394064768613	C2CD3/ALMS1/IFT140/CETN2/CEP290/CEP192/BCCIP/RTTN/PCM1/CAPG/CEP78/CNTROB/OFD1/CEP131/NEDD1/BBS4/PPP1R35/POC1A/TOP2A/PLK1/AURKA/CCDC88A	22	go_cc
GO:1905354	GO:1905354	exoribonuclease complex	8/1460	19/7531	0.0193235653872431	0.179152377403762	0.162724761155731	EXOSC4/EXOSC10/ZFC3H1/EXOSC7/EXOSC6/EXOSC3/MPHOSPH6/DIS3L	8	go_cc
